event_id,customer_id,product_id,event_type,event_timestamp,device_type,session_duration
255296,5477,144,product_view,2026-03-12 17:36:55,mobile,455
255297,971,262,page_view,2026-03-12 02:35:48,tablet,178
255298,1910,423,product_view,2026-03-12 01:13:54,tablet,168
255299,2912,14,page_view,2026-03-12 12:12:38,mobile,284
255300,2737,357,add_to_cart,2026-03-12 15:40:57,mobile,174
255301,7483,261,page_view,2026-03-12 17:42:23,tablet,180
255302,5124,448,add_to_cart,2026-03-12 05:56:22,tablet,519
255303,1668,53,add_to_cart,2026-03-12 22:39:52,tablet,422
255304,2776,448,page_view,2026-03-12 08:27:16,mobile,411
255305,7964,249,checkout,2026-03-12 16:35:27,mobile,343
255306,5395,279,checkout,2026-03-12 06:18:44,desktop,477
255307,9047,415,checkout,2026-03-12 03:31:17,tablet,584
255308,1956,490,add_to_cart,2026-03-12 01:16:45,desktop,316
255309,3029,3,add_to_cart,2026-03-12 05:47:04,desktop,471
255310,4345,361,add_to_cart,2026-03-12 11:11:54,desktop,60
255311,10242,352,checkout,2026-03-12 15:49:47,mobile,305
255312,6238,27,product_view,2026-03-12 05:15:47,tablet,110
255313,7748,212,page_view,2026-03-12 01:07:33,mobile,245
255314,4686,370,checkout,2026-03-12 23:39:09,tablet,302
255315,2553,216,product_view,2026-03-12 05:51:13,desktop,34
255316,707,392,add_to_cart,2026-03-12 13:41:54,mobile,510
255317,10224,158,checkout,2026-03-12 22:33:10,desktop,430
255318,6442,407,product_view,2026-03-12 04:03:35,mobile,561
255319,10480,406,add_to_cart,2026-03-12 16:09:10,desktop,75
255320,4523,370,page_view,2026-03-12 18:35:00,desktop,539
255321,8869,397,page_view,2026-03-12 04:20:46,tablet,252
255322,4044,61,checkout,2026-03-12 11:54:32,desktop,381
255323,3876,100,add_to_cart,2026-03-12 20:35:51,tablet,586
255324,5921,342,page_view,2026-03-12 10:57:59,mobile,88
255325,3188,131,checkout,2026-03-12 14:50:31,desktop,267
255326,1478,222,checkout,2026-03-12 14:45:39,tablet,129
255327,7376,185,checkout,2026-03-12 11:32:20,tablet,165
255328,1306,453,product_view,2026-03-12 15:13:58,desktop,305
255329,2439,485,checkout,2026-03-12 00:08:53,desktop,255
255330,2227,242,checkout,2026-03-12 23:57:19,tablet,515
255331,479,489,add_to_cart,2026-03-12 03:26:52,mobile,232
255332,4747,419,page_view,2026-03-12 16:46:27,mobile,280
255333,3802,96,checkout,2026-03-12 02:28:37,mobile,446
255334,9814,204,checkout,2026-03-12 09:25:24,tablet,74
255335,9058,102,product_view,2026-03-12 12:18:50,mobile,58
255336,5092,362,checkout,2026-03-12 23:12:14,desktop,166
255337,9292,83,checkout,2026-03-12 00:04:40,mobile,394
255338,9139,467,checkout,2026-03-12 23:30:15,mobile,72
255339,3221,31,add_to_cart,2026-03-12 10:22:19,tablet,332
255340,8200,428,product_view,2026-03-12 17:26:32,tablet,501
255341,10261,463,checkout,2026-03-12 15:34:24,desktop,485
255342,4143,232,product_view,2026-03-12 05:58:13,mobile,107
255343,438,495,product_view,2026-03-12 15:09:21,tablet,242
255344,5081,51,product_view,2026-03-12 10:36:00,tablet,41
255345,8166,56,product_view,2026-03-12 23:20:19,desktop,596
255346,671,386,add_to_cart,2026-03-12 12:22:50,mobile,533
255347,1766,98,checkout,2026-03-12 13:58:03,tablet,430
255348,687,89,page_view,2026-03-12 07:06:42,mobile,481
255349,5175,399,page_view,2026-03-12 12:06:25,desktop,93
255350,9542,493,add_to_cart,2026-03-12 07:26:39,tablet,318
255351,7632,129,page_view,2026-03-12 14:04:28,tablet,68
255352,1045,422,checkout,2026-03-12 20:13:51,mobile,527
255353,5197,163,checkout,2026-03-12 04:29:23,tablet,325
255354,4623,175,add_to_cart,2026-03-12 04:12:44,desktop,205
255355,5108,306,checkout,2026-03-12 20:35:56,tablet,548
255356,8670,267,add_to_cart,2026-03-12 15:54:19,mobile,549
255357,2612,1,product_view,2026-03-12 21:37:17,tablet,9
255358,3130,262,add_to_cart,2026-03-12 20:37:36,desktop,432
255359,1106,303,add_to_cart,2026-03-12 19:57:04,mobile,454
255360,10357,28,checkout,2026-03-12 17:51:53,desktop,585
255361,151,38,product_view,2026-03-12 11:41:03,mobile,99
255362,8860,48,product_view,2026-03-12 19:26:56,desktop,279
255363,1295,270,checkout,2026-03-12 19:16:20,tablet,235
255364,2968,360,checkout,2026-03-12 12:29:15,mobile,128
255365,5655,372,page_view,2026-03-12 23:06:19,mobile,47
255366,936,273,product_view,2026-03-12 14:13:25,tablet,308
255367,3300,478,checkout,2026-03-12 07:03:14,desktop,299
255368,423,173,product_view,2026-03-12 20:03:20,desktop,598
255369,2922,264,checkout,2026-03-12 14:00:36,desktop,232
255370,8938,308,product_view,2026-03-12 16:04:37,desktop,31
255371,8820,192,add_to_cart,2026-03-12 12:17:41,tablet,482
255372,1916,122,page_view,2026-03-12 05:27:57,desktop,546
255373,10086,21,checkout,2026-03-12 04:45:55,mobile,36
255374,3586,304,checkout,2026-03-12 19:52:00,tablet,482
255375,1522,397,checkout,2026-03-12 08:12:59,mobile,317
255376,1748,213,add_to_cart,2026-03-12 10:05:58,desktop,247
255377,10232,173,checkout,2026-03-12 08:56:48,tablet,202
255378,9399,115,add_to_cart,2026-03-12 04:11:57,tablet,311
255379,7405,108,checkout,2026-03-12 03:18:36,mobile,21
255380,4185,453,add_to_cart,2026-03-12 01:55:48,mobile,41
255381,886,428,product_view,2026-03-12 14:03:43,tablet,286
255382,6712,159,add_to_cart,2026-03-12 03:57:46,desktop,88
255383,1816,64,add_to_cart,2026-03-12 11:56:08,mobile,539
255384,450,185,product_view,2026-03-12 05:07:52,desktop,253
255385,1735,283,page_view,2026-03-12 19:24:05,desktop,393
255386,1926,426,page_view,2026-03-12 06:43:20,desktop,197
255387,2741,282,page_view,2026-03-12 17:48:04,tablet,599
255388,5327,296,checkout,2026-03-12 07:56:56,mobile,155
255389,7407,67,add_to_cart,2026-03-12 21:54:55,desktop,391
