payment_id,order_id,payment_method,payment_amount,payment_status,payment_timestamp
111286,111286,Credit Card,14171.64,failed_invalid_card,2026-03-12 21:51:48
111287,111287,Credit Card,7386.36,failed_invalid_card,2026-03-12 10:57:22
111288,111288,Debit Card,1906.32,success,2026-03-12 22:59:52
111289,111289,Wallet,3070.33,failed_network_error,2026-03-12 09:25:52
111290,111290,Debit Card,10324.35,success,2026-03-12 21:31:49
111291,111291,Debit Card,6156.5,failed_invalid_card,2026-03-12 22:55:09
111292,111292,UPI,11395.92,failed_network_error,2026-03-12 06:33:07
111293,111293,Wallet,14629.86,success,2026-03-12 23:12:03
111294,111294,Credit Card,12881.6,failed_network_error,2026-03-12 10:30:33
111295,111295,Wallet,6942.55,failed_invalid_card,2026-03-12 02:29:12
111296,111296,Wallet,0.0,success,2026-03-12 14:27:23
111297,111297,Credit Card,0.0,failed_invalid_card,2026-03-12 01:28:03
111298,111298,Wallet,17347.2,failed_network_error,2026-03-12 08:45:09
111299,111299,Wallet,5329.95,failed_network_error,2026-03-12 00:08:02
111300,111300,UPI,3646.31,failed_invalid_card,2026-03-12 18:22:53
111301,111301,Debit Card,0.0,success,2026-03-12 10:47:48
111302,111302,Credit Card,29438.100000000002,success,2026-03-12 17:57:00
111303,111303,Credit Card,21760.44,failed_insufficient_funds,2026-03-12 22:17:09
111304,111304,Wallet,2934.76,failed_insufficient_funds,2026-03-12 18:27:26
111305,111305,UPI,0.0,success,2026-03-12 06:45:54
111306,111306,UPI,1667.4299999999998,failed_insufficient_funds,2026-03-12 11:28:34
111307,111307,Wallet,29470.95,success,2026-03-12 19:50:31
111308,111308,Credit Card,2686.16,success,2026-03-12 20:39:00
111309,111309,UPI,2338.46,failed_insufficient_funds,2026-03-12 09:03:32
111310,111310,UPI,18142.6,failed_invalid_card,2026-03-12 08:00:19
111311,111311,Credit Card,9065.789999999999,failed_invalid_card,2026-03-12 01:04:07
111312,111312,Net Banking,9624.3,failed_network_error,2026-03-12 07:34:17
111313,111313,Net Banking,8160.18,failed_invalid_card,2026-03-12 03:25:38
111314,111314,Wallet,28649.04,success,2026-03-12 19:21:57
111315,111315,Debit Card,16389.73,failed_invalid_card,2026-03-12 23:48:06
111316,111316,Wallet,13762.85,failed_insufficient_funds,2026-03-12 09:31:44
111317,111317,Wallet,12990.25,failed_insufficient_funds,2026-03-12 15:53:39
111318,111318,Net Banking,14376.0,success,2026-03-12 22:58:44
111319,111319,Credit Card,8893.98,failed_network_error,2026-03-12 20:16:57
111320,111320,Debit Card,41253.75,failed_insufficient_funds,2026-03-12 23:07:31
111321,111321,Net Banking,14416.079999999998,failed_insufficient_funds,2026-03-12 09:37:34
111322,111322,Debit Card,1987.0500000000002,success,2026-03-12 11:42:04
111323,111323,Credit Card,1355.94,failed_network_error,2026-03-12 06:10:09
111324,111324,Net Banking,15096.88,success,2026-03-12 19:42:48
111325,111325,Credit Card,37785.04,failed_invalid_card,2026-03-12 19:31:07
111326,111326,Credit Card,583.42,failed_invalid_card,2026-03-12 10:46:36
111327,111327,UPI,38357.5,failed_insufficient_funds,2026-03-12 12:14:41
