order_id,customer_id,product_id,order_timestamp,price,quantity,order_total,order_status
111286,6504,241,2026-03-12 13:58:54,1293.23,4,5172.92,Cancelled
111287,644,65,2026-03-12 00:21:39,1318.37,1,1318.37,Returned
111288,2870,387,2026-03-12 15:08:30,252.29,1,252.29,Completed
111289,6543,264,2026-03-12 12:52:20,1559.13,6,9354.78,Cancelled
111290,8153,258,2026-03-12 10:51:41,3111.55,0,0.0,Returned
111291,9186,133,2026-03-12 06:50:10,4267.64,0,0.0,Completed
111292,8463,432,2026-03-12 16:01:59,4101.46,2,8202.92,Completed
111293,597,249,2026-03-12 23:47:37,4762.47,3,14287.41,Completed
111294,6901,156,2026-03-12 04:01:25,4605.28,5,23026.399999999998,Returned
111295,9299,116,2026-03-12 19:05:06,725.72,3,2177.16,Returned
111296,8555,412,2026-03-12 06:56:29,3538.59,3,10615.77,Returned
111297,7434,393,2026-03-12 11:39:26,1083.24,5,5416.2,Returned
111298,9752,436,2026-03-12 20:55:48,4402.65,6,26415.899999999998,Returned
111299,7610,443,2026-03-12 16:14:01,492.77,2,985.54,Completed
111300,7813,300,2026-03-12 10:07:59,1331.2,3,3993.6000000000004,Completed
111301,2465,337,2026-03-12 16:36:31,4074.38,6,24446.28,Cancelled
111302,1981,200,2026-03-12 03:31:45,351.17,6,2107.02,Cancelled
111303,2610,365,2026-03-12 23:56:54,1391.82,5,6959.099999999999,Cancelled
111304,9507,317,2026-03-12 01:27:41,653.45,8,5227.6,Cancelled
111305,5632,498,2026-03-12 07:23:58,2138.78,1,2138.78,Completed
111306,5593,176,2026-03-12 20:43:57,3577.13,1,3577.13,Cancelled
111307,3102,230,2026-03-12 14:47:24,341.62,9,3074.58,Cancelled
111308,1740,446,2026-03-12 18:54:27,854.77,7,5983.389999999999,Cancelled
111309,4559,332,2026-03-12 16:10:55,4234.44,6,25406.64,Completed
111310,3863,318,2026-03-12 02:14:18,944.1,5,4720.5,Returned
111311,8679,366,2026-03-12 12:27:45,1139.98,4,4559.92,Returned
111312,5711,238,2026-03-12 05:54:15,4415.74,7,30910.18,Cancelled
111313,4045,70,2026-03-12 17:56:41,3982.44,2,7964.88,Completed
111314,1379,101,2026-03-12 18:41:46,1877.9,4,7511.6,Completed
111315,770,395,2026-03-12 02:14:37,4928.98,7,34502.86,Returned
111316,6152,5,2026-03-12 23:49:47,964.45,4,3857.8,Completed
111317,2149,58,2026-03-12 15:28:06,2740.72,8,21925.76,Completed
111318,9463,480,2026-03-12 00:19:13,1731.11,8,13848.88,Cancelled
111319,633,348,2026-03-12 16:06:35,2319.72,6,13918.32,Completed
111320,7274,25,2026-03-12 21:17:35,1703.83,8,13630.64,Cancelled
111321,8210,306,2026-03-12 18:24:30,3550.9,0,0.0,Completed
111322,10161,101,2026-03-12 18:15:52,4373.5,4,17494.0,Completed
111323,752,436,2026-03-12 19:51:18,1527.27,3,4581.8099999999995,Returned
111324,5780,367,2026-03-12 07:51:19,4104.26,4,16417.04,Cancelled
111325,9388,226,2026-03-12 21:25:01,2294.1,9,20646.899999999998,Returned
111326,1431,473,2026-03-12 21:45:38,4367.31,7,30571.170000000002,Cancelled
111327,1343,423,2026-03-12 02:06:51,1867.5,4,7470.0,Completed
111328,4146,27,2026-03-12 20:33:27,667.82,1,667.82,Completed
111329,771,81,2026-03-12 02:47:53,858.59,2,1717.18,Completed
111330,46,54,2026-03-12 01:46:45,4974.44,8,39795.52,Completed
111331,2202,237,2026-03-12 07:22:51,3888.53,3,11665.59,Completed
111332,1692,205,2026-03-12 05:37:45,1414.8,9,12733.199999999999,Returned
111333,871,417,2026-03-12 20:24:44,3420.58,2,6841.16,Returned
111334,2567,380,2026-03-12 09:57:59,2397.97,2,4795.94,Completed
111335,8798,400,2026-03-12 22:58:45,3971.34,3,11914.02,Cancelled
111336,9485,111,2026-03-12 06:12:07,4265.64,1,4265.64,Completed
111337,10064,466,2026-03-12 13:25:04,258.18,7,1807.26,Returned
111338,231,3,2026-03-12 18:46:58,4143.35,5,20716.75,Returned
111339,6576,448,2026-03-12 13:08:17,1061.79,4,4247.16,Returned
111340,190,235,2026-03-12 10:25:37,1376.98,2,2753.96,Completed
111341,7649,205,2026-03-12 12:45:33,4144.7,2,8289.4,Returned
111342,5971,73,2026-03-12 07:31:50,3154.48,10,31544.8,Completed
111343,1146,10,2026-03-12 17:44:13,1625.46,0,0.0,Completed
111344,3379,390,2026-03-12 08:02:28,1430.96,9,12878.64,Returned
111345,4386,463,2026-03-12 15:25:45,893.05,5,4465.25,Completed
111346,918,257,2026-03-12 06:25:52,3827.55,9,34447.950000000004,Cancelled
111347,8090,151,2026-03-12 06:59:58,1987.42,4,7949.68,Returned
111348,7060,222,2026-03-12 23:35:40,888.42,2,1776.84,Returned
111349,5252,266,2026-03-12 00:32:00,2909.5,7,20366.5,Completed
111350,6549,310,2026-03-12 22:01:53,1227.53,4,4910.12,Cancelled
111351,2999,199,2026-03-12 11:34:20,2082.12,8,16656.96,Cancelled
111352,761,384,2026-03-12 13:57:01,532.54,3,1597.62,Completed
111353,9220,241,2026-03-12 21:51:50,3129.37,7,21905.59,Returned
111354,7596,463,2026-03-12 20:23:53,4091.63,1,4091.63,Returned
111355,5060,310,2026-03-12 11:40:13,821.09,1,821.09,Returned
111356,5371,483,2026-03-12 00:06:09,4729.97,3,14189.91,Completed
111357,9583,295,2026-03-12 08:07:34,3265.6,3,9796.8,Returned
111358,6195,106,2026-03-12 00:09:48,3437.38,4,13749.52,Returned
111359,3995,221,2026-03-12 00:33:53,4440.58,7,31084.059999999998,Completed
111360,2212,86,2026-03-12 01:03:51,4922.52,8,39380.16,Completed
111361,7451,7,2026-03-12 18:11:33,3301.36,1,3301.36,Completed
111362,4240,272,2026-03-12 20:46:58,4113.71,3,12341.130000000001,Completed
111363,4870,80,2026-03-12 04:26:05,3242.4,4,12969.6,Cancelled
111364,7633,440,2026-03-12 04:01:51,2865.17,3,8595.51,Completed
111365,2363,160,2026-03-12 07:37:49,116.03,3,348.09000000000003,Completed
111366,5589,322,2026-03-12 03:25:52,2658.02,4,10632.08,Returned
111367,9280,321,2026-03-12 08:47:40,1355.38,5,6776.900000000001,Cancelled
111368,1302,398,2026-03-12 02:54:55,343.66,1,343.66,Returned
111369,8480,91,2026-03-12 09:31:52,3778.5,6,22671.0,Cancelled
111370,6664,450,2026-03-12 01:35:22,3410.03,4,13640.12,Returned
111371,6447,368,2026-03-12 17:28:29,1590.4,8,12723.2,Completed
