event_id,customer_id,product_id,event_type,event_timestamp,device_type,session_duration
255296,9249,319,product_view,2026-03-12 00:56:15,desktop,466
255297,335,17,page_view,2026-03-12 05:04:28,mobile,386
255298,7121,49,checkout,2026-03-12 10:40:07,mobile,192
255299,5813,74,page_view,2026-03-12 19:24:44,mobile,247
255300,8584,291,product_view,2026-03-12 03:08:10,tablet,408
255301,3641,236,checkout,2026-03-12 15:25:02,desktop,553
255302,6446,326,checkout,2026-03-12 10:21:16,tablet,558
255303,5000,353,product_view,2026-03-12 07:44:23,desktop,10
255304,5496,125,add_to_cart,2026-03-12 17:59:11,desktop,202
255305,2073,195,checkout,2026-03-12 00:40:44,mobile,35
255306,6347,334,product_view,2026-03-12 01:50:56,mobile,43
255307,7582,342,add_to_cart,2026-03-12 19:01:39,mobile,150
255308,6437,417,page_view,2026-03-12 01:09:44,tablet,273
255309,7791,102,product_view,2026-03-12 19:33:52,mobile,575
255310,6937,75,page_view,2026-03-12 21:26:43,mobile,457
255311,9303,483,add_to_cart,2026-03-12 19:12:20,mobile,128
255312,3223,436,checkout,2026-03-12 22:41:32,desktop,179
255313,4120,380,add_to_cart,2026-03-12 14:26:59,desktop,52
255314,1654,386,product_view,2026-03-12 23:42:47,tablet,366
255315,7742,221,checkout,2026-03-12 08:08:52,desktop,291
255316,3086,242,add_to_cart,2026-03-12 06:04:13,tablet,94
255317,6943,49,page_view,2026-03-12 22:36:56,tablet,49
255318,8623,382,add_to_cart,2026-03-12 06:49:31,tablet,495
255319,24,310,checkout,2026-03-12 17:10:24,tablet,116
255320,10035,216,product_view,2026-03-12 17:26:50,mobile,80
255321,8823,311,page_view,2026-03-12 23:02:11,desktop,500
255322,1080,163,checkout,2026-03-12 13:23:39,tablet,373
255323,4370,131,product_view,2026-03-12 10:50:03,desktop,246
255324,7707,459,checkout,2026-03-12 16:42:57,desktop,137
255325,5020,215,product_view,2026-03-12 13:30:38,mobile,389
255326,10182,172,page_view,2026-03-12 11:59:12,tablet,249
255327,7546,350,product_view,2026-03-12 06:59:39,mobile,104
255328,310,235,add_to_cart,2026-03-12 16:53:02,tablet,335
255329,8918,186,product_view,2026-03-12 04:09:34,desktop,145
255330,1279,214,product_view,2026-03-12 12:31:31,tablet,70
255331,3413,396,checkout,2026-03-12 17:27:13,mobile,463
255332,914,2,add_to_cart,2026-03-12 07:56:57,mobile,228
255333,951,230,product_view,2026-03-12 02:29:46,tablet,316
255334,4880,151,page_view,2026-03-12 12:02:29,mobile,132
255335,10303,279,page_view,2026-03-12 04:27:50,desktop,527
255336,3301,7,page_view,2026-03-12 16:17:32,desktop,46
255337,68,207,checkout,2026-03-12 06:17:04,tablet,430
255338,9593,92,checkout,2026-03-12 16:36:38,tablet,137
255339,4473,213,product_view,2026-03-12 12:21:17,desktop,465
255340,9699,3,add_to_cart,2026-03-12 11:24:54,desktop,85
255341,6160,341,product_view,2026-03-12 01:34:36,tablet,34
255342,9462,398,add_to_cart,2026-03-12 16:57:14,desktop,111
255343,6944,406,page_view,2026-03-12 01:25:54,tablet,18
255344,1816,344,add_to_cart,2026-03-12 07:14:37,mobile,320
255345,2045,110,page_view,2026-03-12 17:29:32,mobile,6
255346,4943,218,checkout,2026-03-12 16:28:39,desktop,387
255347,2203,18,page_view,2026-03-12 15:24:21,tablet,121
255348,2004,242,add_to_cart,2026-03-12 14:55:10,tablet,354
255349,9992,214,add_to_cart,2026-03-12 12:07:47,mobile,559
255350,6837,302,checkout,2026-03-12 10:00:31,mobile,326
255351,5123,362,checkout,2026-03-12 04:57:38,mobile,117
255352,2782,154,add_to_cart,2026-03-12 04:25:45,tablet,563
255353,1137,268,page_view,2026-03-12 13:28:51,tablet,55
255354,5395,132,product_view,2026-03-12 00:55:12,tablet,46
255355,3980,97,checkout,2026-03-12 18:06:33,mobile,42
255356,1551,468,checkout,2026-03-12 19:29:01,desktop,222
255357,9109,119,add_to_cart,2026-03-12 23:53:02,mobile,33
255358,8339,284,checkout,2026-03-12 08:03:32,desktop,343
255359,1791,40,product_view,2026-03-12 20:15:39,tablet,18
255360,5920,59,checkout,2026-03-12 11:09:26,desktop,246
255361,2214,266,add_to_cart,2026-03-12 19:26:36,tablet,67
255362,1153,278,page_view,2026-03-12 13:42:56,mobile,165
255363,6973,179,checkout,2026-03-12 07:08:51,mobile,199
255364,9980,62,product_view,2026-03-12 10:33:12,tablet,321
255365,4218,287,product_view,2026-03-12 19:52:24,desktop,220
255366,10174,170,checkout,2026-03-12 07:25:06,tablet,215
255367,5686,360,add_to_cart,2026-03-12 20:05:43,tablet,425
255368,1471,288,product_view,2026-03-12 23:46:18,tablet,506
255369,4942,18,add_to_cart,2026-03-12 23:10:42,tablet,494
255370,2888,103,product_view,2026-03-12 22:55:32,mobile,305
255371,7788,474,checkout,2026-03-12 08:20:27,mobile,425
255372,4753,122,add_to_cart,2026-03-12 17:08:46,desktop,188
255373,6129,169,product_view,2026-03-12 22:39:14,mobile,323
255374,9037,242,add_to_cart,2026-03-12 04:51:34,mobile,59
255375,1321,135,page_view,2026-03-12 20:21:08,mobile,407
255376,4808,335,checkout,2026-03-12 17:07:08,tablet,375
255377,2940,271,add_to_cart,2026-03-12 12:30:24,tablet,384
255378,8288,21,product_view,2026-03-12 05:26:25,desktop,46
255379,6680,418,add_to_cart,2026-03-12 12:34:21,mobile,405
255380,7164,4,product_view,2026-03-12 00:04:39,tablet,471
255381,5369,260,product_view,2026-03-12 07:34:26,tablet,425
255382,9735,352,product_view,2026-03-12 02:25:02,mobile,591
255383,7448,369,checkout,2026-03-12 13:11:15,desktop,194
