order_id,customer_id,product_id,order_timestamp,price,quantity,order_total,order_status
111286,9735,96,2026-03-12 00:56:08,190.33,6,1141.98,Completed
111287,3540,484,2026-03-12 14:41:10,3532.73,10,35327.3,Cancelled
111288,7801,143,2026-03-12 16:58:09,678.62,2,1357.24,Returned
111289,617,325,2026-03-12 09:15:13,2765.73,1,2765.73,Cancelled
111290,6076,92,2026-03-12 15:18:32,4042.83,2,8085.66,Returned
111291,5188,349,2026-03-12 16:26:45,1983.92,5,9919.6,Cancelled
111292,5142,473,2026-03-12 21:01:10,3403.96,9,30635.64,Completed
111293,2360,37,2026-03-12 05:08:14,903.87,2,1807.74,Returned
111294,1394,109,2026-03-12 21:01:31,4094.7,5,20473.5,Cancelled
111295,483,369,2026-03-12 14:10:33,2187.56,0,0.0,Completed
111296,2140,247,2026-03-12 13:03:11,2383.59,8,19068.72,Cancelled
111297,4111,490,2026-03-12 13:45:36,3332.66,7,23328.62,Returned
111298,9286,342,2026-03-12 22:23:44,3723.7,4,14894.8,Cancelled
111299,9621,145,2026-03-12 09:25:15,876.56,6,5259.36,Cancelled
111300,3164,231,2026-03-12 14:20:12,3464.47,9,31180.23,Returned
111301,245,130,2026-03-12 16:25:03,4405.72,8,35245.76,Returned
111302,2689,379,2026-03-12 10:48:47,712.01,0,0.0,Returned
111303,6828,265,2026-03-12 16:35:19,2004.03,1,2004.03,Returned
111304,3459,27,2026-03-12 23:51:29,456.97,2,913.94,Returned
111305,461,96,2026-03-12 00:27:20,2972.8,2,5945.6,Returned
111306,8931,307,2026-03-12 20:04:10,1460.37,10,14603.699999999999,Returned
111307,9153,225,2026-03-12 12:33:42,1836.01,5,9180.05,Cancelled
111308,2676,389,2026-03-12 04:12:52,1221.88,4,4887.52,Cancelled
111309,2078,461,2026-03-12 14:57:22,3968.89,10,39688.9,Completed
111310,879,499,2026-03-12 22:11:19,3346.81,5,16734.05,Cancelled
111311,6804,110,2026-03-12 12:08:21,607.83,9,5470.47,Returned
111312,3670,408,2026-03-12 02:55:37,1731.61,1,1731.61,Returned
111313,9950,179,2026-03-12 15:18:35,1230.64,9,11075.76,Cancelled
111314,6071,325,2026-03-12 17:19:38,4541.82,1,4541.82,Completed
111315,3458,9,2026-03-12 23:57:09,4357.74,5,21788.699999999997,Completed
111316,7919,41,2026-03-12 01:40:00,2158.51,2,4317.02,Completed
111317,7458,199,2026-03-12 03:56:54,4135.77,6,24814.620000000003,Completed
111318,1085,485,2026-03-12 10:35:44,141.77,1,141.77,Cancelled
111319,1912,89,2026-03-12 16:14:07,3350.62,5,16753.1,Cancelled
111320,1078,480,2026-03-12 07:31:22,4138.12,6,24828.72,Completed
111321,4443,245,2026-03-12 02:40:40,3295.21,4,13180.84,Completed
111322,4698,248,2026-03-12 05:01:45,1968.83,5,9844.15,Cancelled
111323,7027,153,2026-03-12 15:18:51,3625.32,4,14501.28,Cancelled
111324,3219,389,2026-03-12 04:41:16,3026.85,6,18161.1,Completed
111325,1153,186,2026-03-12 17:48:55,4133.76,9,37203.840000000004,Completed
111326,4063,143,2026-03-12 19:04:26,2464.18,0,0.0,Returned
111327,8675,309,2026-03-12 07:32:28,4741.19,8,37929.52,Returned
111328,8674,474,2026-03-12 06:21:09,4290.62,6,25743.72,Cancelled
111329,6915,380,2026-03-12 15:23:59,3130.0,4,12520.0,Returned
111330,2874,32,2026-03-12 21:26:46,4983.73,2,9967.46,Completed
111331,6293,202,2026-03-12 02:55:47,322.62,7,2258.34,Cancelled
111332,690,478,2026-03-12 08:35:36,4469.48,5,22347.399999999998,Cancelled
111333,3898,414,2026-03-12 19:36:07,1338.88,6,8033.280000000001,Returned
111334,4335,142,2026-03-12 21:49:29,1652.35,7,11566.449999999999,Completed
111335,2097,180,2026-03-12 06:28:14,1088.79,0,0.0,Completed
111336,5886,265,2026-03-12 16:49:11,2598.43,3,7795.289999999999,Cancelled
111337,3868,385,2026-03-12 02:22:51,885.24,2,1770.48,Returned
111338,2038,180,2026-03-12 23:33:27,2317.82,0,0.0,Completed
111339,5639,423,2026-03-12 17:17:46,2213.23,4,8852.92,Returned
111340,5529,381,2026-03-12 13:15:00,1671.65,2,3343.3,Cancelled
111341,5462,300,2026-03-12 02:11:54,2568.8,10,25688.0,Cancelled
111342,4804,33,2026-03-12 06:23:27,1093.59,3,3280.7699999999995,Completed
111343,2130,373,2026-03-12 10:54:00,1699.64,3,5098.92,Cancelled
111344,4681,373,2026-03-12 11:44:54,1158.78,6,6952.68,Returned
111345,7930,228,2026-03-12 18:44:07,4256.83,4,17027.32,Cancelled
111346,2264,350,2026-03-12 07:45:26,1651.04,0,0.0,Completed
111347,2554,298,2026-03-12 11:03:32,4651.66,3,13954.98,Returned
111348,10073,152,2026-03-12 22:18:49,3525.46,2,7050.92,Completed
111349,686,149,2026-03-12 16:54:50,1996.47,0,0.0,Returned
111350,9843,17,2026-03-12 01:16:06,2494.99,3,7484.969999999999,Completed
111351,5222,413,2026-03-12 14:39:52,3718.06,6,22308.36,Completed
111352,5500,166,2026-03-12 18:23:39,4184.75,7,29293.25,Cancelled
111353,9599,22,2026-03-12 12:25:57,4254.95,6,25529.699999999997,Cancelled
111354,4144,440,2026-03-12 07:50:05,506.63,1,506.63,Returned
111355,4138,486,2026-03-12 01:21:12,3419.36,4,13677.44,Returned
111356,1412,263,2026-03-12 12:33:17,4239.65,3,12718.949999999999,Completed
111357,1727,352,2026-03-12 18:04:21,133.89,9,1205.0099999999998,Completed
111358,2690,55,2026-03-12 19:23:08,385.79,4,1543.16,Returned
111359,3934,262,2026-03-12 05:25:44,2691.82,1,2691.82,Returned
111360,6812,413,2026-03-12 04:58:47,4286.52,7,30005.640000000003,Completed
111361,3943,205,2026-03-12 12:18:07,121.88,7,853.16,Returned
111362,2444,146,2026-03-12 14:13:23,3903.0,10,39030.0,Returned
111363,10266,367,2026-03-12 14:21:13,1722.27,5,8611.35,Completed
