event_id,customer_id,product_id,event_type,event_timestamp,device_type,session_duration
255296,5710,495,checkout,2026-03-12 13:43:19,mobile,565
255297,1044,364,product_view,2026-03-12 03:53:52,desktop,267
255298,7912,385,add_to_cart,2026-03-12 13:01:11,tablet,347
255299,9925,128,checkout,2026-03-12 00:11:52,desktop,350
255300,1723,472,page_view,2026-03-12 06:45:17,tablet,48
255301,1233,138,add_to_cart,2026-03-12 17:58:18,tablet,425
255302,2766,336,add_to_cart,2026-03-12 15:06:23,desktop,573
255303,4994,252,checkout,2026-03-12 12:10:53,desktop,38
255304,2182,329,add_to_cart,2026-03-12 18:56:33,desktop,316
255305,5731,12,page_view,2026-03-12 20:34:52,tablet,598
255306,8335,108,product_view,2026-03-12 16:50:36,tablet,368
255307,7696,112,add_to_cart,2026-03-12 06:58:58,tablet,434
255308,4427,271,checkout,2026-03-12 05:21:28,desktop,567
255309,3107,424,add_to_cart,2026-03-12 18:08:25,mobile,222
255310,5437,15,page_view,2026-03-12 12:39:23,desktop,161
255311,2352,486,product_view,2026-03-12 04:36:28,mobile,350
255312,5845,137,add_to_cart,2026-03-12 02:45:13,mobile,337
255313,4825,375,product_view,2026-03-12 18:17:49,mobile,313
255314,4411,237,product_view,2026-03-12 03:08:22,mobile,563
255315,2173,226,product_view,2026-03-12 01:12:39,tablet,448
255316,2859,308,page_view,2026-03-12 20:44:11,desktop,517
255317,8226,183,product_view,2026-03-12 20:14:23,desktop,527
255318,10253,91,add_to_cart,2026-03-12 07:50:05,tablet,587
255319,3560,342,checkout,2026-03-12 08:25:56,tablet,433
255320,118,87,add_to_cart,2026-03-12 23:09:08,desktop,529
255321,7370,321,add_to_cart,2026-03-12 19:58:15,tablet,373
255322,3313,219,checkout,2026-03-12 16:52:43,mobile,219
255323,8208,145,checkout,2026-03-12 05:54:37,tablet,339
255324,2565,74,product_view,2026-03-12 07:03:51,desktop,72
255325,5290,162,checkout,2026-03-12 16:08:58,mobile,439
255326,7284,459,add_to_cart,2026-03-12 17:13:53,tablet,361
255327,9992,64,product_view,2026-03-12 05:00:17,mobile,562
255328,790,115,add_to_cart,2026-03-12 11:51:21,mobile,363
255329,5084,307,checkout,2026-03-12 01:41:46,mobile,88
255330,9203,29,add_to_cart,2026-03-12 06:17:52,tablet,314
