payment_id,order_id,payment_method,payment_amount,payment_status,payment_timestamp
111286,111286,Credit Card,5172.92,failed_invalid_card,2026-03-12 13:15:57
111287,111287,Wallet,1318.37,failed_insufficient_funds,2026-03-12 02:56:16
111288,111288,UPI,252.29,success,2026-03-12 16:33:43
111289,111289,Debit Card,9354.78,failed_insufficient_funds,2026-03-12 21:23:42
111290,111290,Credit Card,0.0,failed_invalid_card,2026-03-12 10:10:18
111291,111291,Debit Card,0.0,failed_network_error,2026-03-12 10:53:00
111292,111292,Debit Card,8202.92,failed_invalid_card,2026-03-12 06:38:43
111293,111293,Credit Card,14287.41,failed_invalid_card,2026-03-12 01:12:52
111294,111294,Credit Card,23026.399999999998,failed_insufficient_funds,2026-03-12 06:02:57
111295,111295,Net Banking,2177.16,success,2026-03-12 04:43:13
111296,111296,Net Banking,10615.77,failed_insufficient_funds,2026-03-12 00:51:22
111297,111297,Debit Card,5416.2,success,2026-03-12 14:07:32
111298,111298,Net Banking,26415.899999999998,failed_network_error,2026-03-12 04:51:00
111299,111299,Wallet,985.54,failed_network_error,2026-03-12 21:43:16
111300,111300,Net Banking,3993.6000000000004,failed_invalid_card,2026-03-12 15:07:44
111301,111301,Credit Card,24446.28,failed_invalid_card,2026-03-12 19:33:55
111302,111302,Credit Card,2107.02,failed_network_error,2026-03-12 18:32:53
111303,111303,Net Banking,6959.099999999999,failed_insufficient_funds,2026-03-12 15:34:14
111304,111304,Credit Card,5227.6,failed_invalid_card,2026-03-12 10:17:27
111305,111305,Credit Card,2138.78,failed_invalid_card,2026-03-12 11:28:51
111306,111306,UPI,3577.13,failed_insufficient_funds,2026-03-12 09:13:57
111307,111307,Debit Card,3074.58,success,2026-03-12 23:35:15
111308,111308,Net Banking,5983.389999999999,failed_insufficient_funds,2026-03-12 18:43:32
111309,111309,Net Banking,25406.64,failed_network_error,2026-03-12 00:23:12
111310,111310,Debit Card,4720.5,failed_network_error,2026-03-12 08:37:29
111311,111311,UPI,4559.92,failed_insufficient_funds,2026-03-12 02:15:31
111312,111312,Net Banking,30910.18,failed_network_error,2026-03-12 03:33:54
111313,111313,UPI,7964.88,success,2026-03-12 18:34:17
111314,111314,Wallet,7511.6,failed_network_error,2026-03-12 16:50:54
111315,111315,Debit Card,34502.86,failed_network_error,2026-03-12 09:00:26
111316,111316,Net Banking,3857.8,failed_network_error,2026-03-12 12:00:24
111317,111317,Wallet,21925.76,failed_network_error,2026-03-12 12:07:27
111318,111318,Credit Card,13848.88,failed_insufficient_funds,2026-03-12 02:18:17
111319,111319,Debit Card,13918.32,success,2026-03-12 09:28:48
111320,111320,Credit Card,13630.64,failed_insufficient_funds,2026-03-12 08:28:37
111321,111321,Wallet,0.0,failed_insufficient_funds,2026-03-12 17:30:00
111322,111322,Credit Card,17494.0,failed_insufficient_funds,2026-03-12 22:57:16
111323,111323,UPI,4581.8099999999995,success,2026-03-12 18:49:10
111324,111324,Debit Card,16417.04,failed_insufficient_funds,2026-03-12 22:59:19
111325,111325,Debit Card,20646.899999999998,failed_insufficient_funds,2026-03-12 20:11:41
111326,111326,Debit Card,30571.170000000002,failed_network_error,2026-03-12 19:36:01
111327,111327,Credit Card,7470.0,failed_invalid_card,2026-03-12 11:27:57
111328,111328,Credit Card,667.82,failed_invalid_card,2026-03-12 23:08:49
111329,111329,Debit Card,1717.18,failed_invalid_card,2026-03-12 08:56:39
111330,111330,Debit Card,39795.52,failed_invalid_card,2026-03-12 20:11:17
111331,111331,UPI,11665.59,failed_insufficient_funds,2026-03-12 10:27:15
111332,111332,Net Banking,12733.199999999999,failed_insufficient_funds,2026-03-12 23:29:50
111333,111333,Debit Card,6841.16,failed_insufficient_funds,2026-03-12 04:20:10
111334,111334,UPI,4795.94,failed_invalid_card,2026-03-12 06:22:31
111335,111335,Debit Card,11914.02,failed_insufficient_funds,2026-03-12 02:14:46
111336,111336,UPI,4265.64,failed_invalid_card,2026-03-12 10:52:33
111337,111337,Credit Card,1807.26,failed_insufficient_funds,2026-03-12 21:21:49
111338,111338,Credit Card,20716.75,failed_network_error,2026-03-12 15:22:33
111339,111339,Debit Card,4247.16,failed_insufficient_funds,2026-03-12 03:14:11
111340,111340,UPI,2753.96,failed_invalid_card,2026-03-12 08:49:11
111341,111341,Net Banking,8289.4,failed_invalid_card,2026-03-12 14:36:07
111342,111342,UPI,31544.8,success,2026-03-12 12:16:32
111343,111343,Debit Card,0.0,failed_insufficient_funds,2026-03-12 09:03:55
111344,111344,Credit Card,12878.64,failed_invalid_card,2026-03-12 04:35:17
111345,111345,Wallet,4465.25,failed_network_error,2026-03-12 22:55:00
111346,111346,Debit Card,34447.950000000004,failed_invalid_card,2026-03-12 03:47:19
111347,111347,Net Banking,7949.68,success,2026-03-12 23:27:29
111348,111348,UPI,1776.84,success,2026-03-12 18:08:18
111349,111349,Debit Card,20366.5,failed_insufficient_funds,2026-03-12 16:58:56
111350,111350,Net Banking,4910.12,success,2026-03-12 03:52:01
111351,111351,Wallet,16656.96,failed_insufficient_funds,2026-03-12 12:47:08
111352,111352,Debit Card,1597.62,failed_invalid_card,2026-03-12 06:35:50
111353,111353,Wallet,21905.59,success,2026-03-12 01:14:27
111354,111354,UPI,4091.63,success,2026-03-12 06:06:45
111355,111355,Net Banking,821.09,failed_insufficient_funds,2026-03-12 07:50:30
111356,111356,Wallet,14189.91,failed_network_error,2026-03-12 20:14:22
111357,111357,Wallet,9796.8,failed_invalid_card,2026-03-12 04:13:35
111358,111358,Credit Card,13749.52,failed_invalid_card,2026-03-12 12:03:43
111359,111359,Net Banking,31084.059999999998,failed_insufficient_funds,2026-03-12 19:58:48
111360,111360,UPI,39380.16,failed_network_error,2026-03-12 02:13:15
111361,111361,Wallet,3301.36,failed_insufficient_funds,2026-03-12 06:21:41
111362,111362,Debit Card,12341.130000000001,success,2026-03-12 12:35:03
111363,111363,Debit Card,12969.6,failed_network_error,2026-03-12 06:45:10
111364,111364,Wallet,8595.51,failed_network_error,2026-03-12 04:46:25
111365,111365,UPI,348.09000000000003,failed_network_error,2026-03-12 10:59:24
111366,111366,Debit Card,10632.08,failed_insufficient_funds,2026-03-12 17:45:54
111367,111367,Net Banking,6776.900000000001,failed_network_error,2026-03-12 14:43:03
111368,111368,Wallet,343.66,failed_network_error,2026-03-12 13:21:21
111369,111369,UPI,22671.0,failed_invalid_card,2026-03-12 21:38:04
111370,111370,Net Banking,13640.12,failed_invalid_card,2026-03-12 04:30:16
111371,111371,Net Banking,12723.2,failed_insufficient_funds,2026-03-12 14:13:53
111372,111372,Wallet,20879.699999999997,failed_network_error,2026-03-12 09:34:25
111373,111373,Wallet,41023.89,failed_network_error,2026-03-12 22:15:00
111374,111374,UPI,20843.13,failed_network_error,2026-03-12 08:30:41
111375,111375,Net Banking,17812.739999999998,failed_network_error,2026-03-12 20:05:35
111376,111376,Net Banking,13014.420000000002,success,2026-03-12 09:32:52
111377,111377,Credit Card,24736.100000000002,failed_invalid_card,2026-03-12 15:27:07
111378,111378,Net Banking,6344.48,failed_insufficient_funds,2026-03-12 17:55:53
111379,111379,Net Banking,21630.149999999998,failed_insufficient_funds,2026-03-12 01:09:39
111380,111380,UPI,29740.32,failed_insufficient_funds,2026-03-12 17:49:06
111381,111381,Credit Card,0.0,failed_network_error,2026-03-12 02:01:59
111382,111382,Wallet,8104.38,failed_insufficient_funds,2026-03-12 01:22:34
111383,111383,UPI,3618.79,success,2026-03-12 02:03:03
111384,111384,Debit Card,3552.8,failed_insufficient_funds,2026-03-12 15:28:46
111385,111385,Wallet,0.0,failed_invalid_card,2026-03-12 23:59:33
111386,111386,Net Banking,9734.0,failed_invalid_card,2026-03-12 16:05:14
111387,111387,Debit Card,38231.64,failed_network_error,2026-03-12 22:46:42
111388,111388,UPI,7164.5,failed_invalid_card,2026-03-12 03:58:42
111389,111389,Wallet,9299.8,failed_network_error,2026-03-12 23:05:10
111390,111390,Credit Card,1739.04,failed_insufficient_funds,2026-03-12 21:44:25
111391,111391,Net Banking,17502.940000000002,failed_network_error,2026-03-12 08:14:12
111392,111392,Debit Card,20924.82,failed_insufficient_funds,2026-03-12 04:54:31
111393,111393,Net Banking,3563.53,failed_network_error,2026-03-12 20:35:58
111394,111394,UPI,4106.34,failed_invalid_card,2026-03-12 14:00:24
111395,111395,Debit Card,0.0,failed_network_error,2026-03-12 20:05:28
111396,111396,Wallet,8441.44,success,2026-03-12 08:27:23
111397,111397,UPI,3559.98,failed_invalid_card,2026-03-12 16:27:27
111398,111398,Debit Card,29673.84,failed_invalid_card,2026-03-12 10:16:48
111399,111399,Net Banking,0.0,failed_insufficient_funds,2026-03-12 15:04:19
111400,111400,Wallet,3546.72,failed_network_error,2026-03-12 00:45:14
111401,111401,Net Banking,9091.86,success,2026-03-12 08:35:34
111402,111402,Wallet,0.0,failed_insufficient_funds,2026-03-12 03:07:01
111403,111403,UPI,8220.76,failed_network_error,2026-03-12 04:17:09
111404,111404,Credit Card,18190.24,success,2026-03-12 12:57:00
111405,111405,Net Banking,10685.6,success,2026-03-12 08:51:40
111406,111406,Wallet,1705.49,failed_insufficient_funds,2026-03-12 19:47:57
111407,111407,Credit Card,1871.76,failed_insufficient_funds,2026-03-12 18:46:22
111408,111408,Credit Card,29302.96,success,2026-03-12 22:40:50
111409,111409,Net Banking,868.68,failed_invalid_card,2026-03-12 01:30:25
111410,111410,UPI,18561.25,failed_network_error,2026-03-12 04:47:47
111411,111411,Credit Card,37678.14,failed_network_error,2026-03-12 18:35:47
111412,111412,Net Banking,6709.6,failed_insufficient_funds,2026-03-12 03:57:05
111413,111413,Debit Card,11773.6,failed_network_error,2026-03-12 22:19:22
111414,111414,Wallet,903.82,failed_network_error,2026-03-12 17:22:00
111415,111415,UPI,22699.95,success,2026-03-12 19:54:47
111416,111416,UPI,5033.36,failed_insufficient_funds,2026-03-12 22:22:04
111417,111417,Net Banking,13915.550000000001,failed_network_error,2026-03-12 15:56:56
111418,111418,Wallet,9545.460000000001,failed_insufficient_funds,2026-03-12 14:49:13
111419,111419,Credit Card,22706.24,failed_insufficient_funds,2026-03-12 17:57:15
111420,111420,UPI,9129.75,failed_invalid_card,2026-03-12 07:12:31
111421,111421,Debit Card,11608.02,failed_network_error,2026-03-12 21:17:32
111422,111422,UPI,19895.36,failed_invalid_card,2026-03-12 08:45:38
111423,111423,Wallet,24737.879999999997,failed_invalid_card,2026-03-12 13:08:51
111424,111424,Net Banking,14321.019999999999,success,2026-03-12 23:58:15
111425,111425,Debit Card,577.44,failed_insufficient_funds,2026-03-12 06:35:33
111426,111426,UPI,17147.16,failed_network_error,2026-03-12 06:25:02
111427,111427,Debit Card,11829.8,failed_network_error,2026-03-12 00:56:19
111428,111428,Net Banking,17513.02,failed_insufficient_funds,2026-03-12 22:06:25
111429,111429,Debit Card,247.82,failed_invalid_card,2026-03-12 12:33:19
111430,111430,Credit Card,0.0,success,2026-03-12 20:10:13
111431,111431,Wallet,9578.7,failed_invalid_card,2026-03-12 17:11:08
111432,111432,UPI,9781.11,failed_network_error,2026-03-12 06:42:48
111433,111433,UPI,9154.82,failed_insufficient_funds,2026-03-12 01:48:39
111434,111434,Net Banking,3462.43,failed_insufficient_funds,2026-03-12 09:33:07
111435,111435,Wallet,14441.36,failed_invalid_card,2026-03-12 18:31:33
111436,111436,Net Banking,0.0,failed_insufficient_funds,2026-03-12 20:56:27
111437,111437,Wallet,3793.64,failed_insufficient_funds,2026-03-12 11:22:45
111438,111438,Wallet,3447.08,success,2026-03-12 07:03:41
111439,111439,UPI,6660.780000000001,success,2026-03-12 08:28:14
111440,111440,Debit Card,10908.81,success,2026-03-12 00:01:33
