event_id,customer_id,product_id,event_type,event_timestamp,device_type,session_duration
255296,6064,108,product_view,2026-03-12 16:44:10,tablet,157
255297,8121,29,add_to_cart,2026-03-12 17:18:33,tablet,480
255298,5705,379,add_to_cart,2026-03-12 17:32:18,tablet,534
255299,1656,395,checkout,2026-03-12 22:23:32,mobile,292
255300,9167,276,checkout,2026-03-12 03:04:30,desktop,534
255301,7131,57,product_view,2026-03-12 08:33:29,tablet,507
255302,5695,455,product_view,2026-03-12 18:39:27,tablet,443
255303,1942,456,add_to_cart,2026-03-12 18:48:17,mobile,35
255304,2264,103,checkout,2026-03-12 04:44:23,desktop,57
255305,2355,433,page_view,2026-03-12 18:13:03,tablet,576
255306,1584,284,page_view,2026-03-12 19:06:50,tablet,161
255307,2591,429,checkout,2026-03-12 23:10:47,tablet,11
255308,6320,165,checkout,2026-03-12 14:46:09,desktop,504
255309,9874,426,checkout,2026-03-12 12:03:52,mobile,271
255310,770,329,page_view,2026-03-12 15:30:18,desktop,517
255311,2762,293,checkout,2026-03-12 11:20:15,mobile,131
255312,1031,340,add_to_cart,2026-03-12 23:22:06,tablet,38
255313,5924,439,page_view,2026-03-12 09:35:21,desktop,51
255314,9905,495,checkout,2026-03-12 08:58:06,desktop,298
255315,1341,468,product_view,2026-03-12 20:20:01,desktop,279
255316,4509,164,page_view,2026-03-12 08:04:35,mobile,199
255317,2162,173,checkout,2026-03-12 19:20:37,mobile,576
255318,2311,187,checkout,2026-03-12 18:15:28,tablet,254
255319,2021,129,checkout,2026-03-12 03:59:05,tablet,30
255320,1393,159,page_view,2026-03-12 00:30:18,mobile,319
255321,1874,289,checkout,2026-03-12 06:06:19,mobile,200
255322,9051,151,page_view,2026-03-12 17:15:14,desktop,73
255323,2601,2,product_view,2026-03-12 20:28:45,mobile,16
255324,1509,116,add_to_cart,2026-03-12 16:58:24,tablet,470
255325,6385,30,product_view,2026-03-12 07:09:16,mobile,205
255326,2593,496,checkout,2026-03-12 06:05:23,desktop,120
255327,6919,87,checkout,2026-03-12 19:54:12,mobile,400
255328,5438,96,checkout,2026-03-12 11:19:50,desktop,373
255329,8400,440,page_view,2026-03-12 20:57:48,desktop,421
255330,2113,20,product_view,2026-03-12 21:31:46,tablet,428
255331,9278,216,page_view,2026-03-12 23:45:39,tablet,387
255332,9396,78,page_view,2026-03-12 23:42:30,mobile,186
255333,2193,217,add_to_cart,2026-03-12 19:47:53,tablet,556
255334,6253,432,product_view,2026-03-12 12:49:26,tablet,513
255335,519,144,page_view,2026-03-12 11:57:49,mobile,300
255336,1374,326,checkout,2026-03-12 07:46:48,mobile,206
255337,132,161,add_to_cart,2026-03-12 09:48:06,mobile,177
255338,6272,179,add_to_cart,2026-03-12 00:04:56,tablet,341
255339,5789,135,add_to_cart,2026-03-12 05:15:38,desktop,500
255340,6018,453,add_to_cart,2026-03-12 05:18:24,desktop,263
255341,2881,492,page_view,2026-03-12 11:36:16,desktop,191
255342,1293,445,checkout,2026-03-12 07:10:08,desktop,306
255343,10178,401,add_to_cart,2026-03-12 07:18:27,desktop,165
255344,10027,252,add_to_cart,2026-03-12 00:05:02,mobile,31
255345,1447,1,page_view,2026-03-12 03:47:10,mobile,542
255346,5963,230,product_view,2026-03-12 03:16:15,desktop,494
255347,774,496,add_to_cart,2026-03-12 02:52:14,desktop,37
255348,6006,473,checkout,2026-03-12 04:07:49,tablet,417
255349,546,403,checkout,2026-03-12 07:01:30,mobile,132
255350,2838,76,checkout,2026-03-12 21:32:57,desktop,384
255351,8274,416,checkout,2026-03-12 23:06:16,desktop,205
255352,446,460,page_view,2026-03-12 06:24:59,tablet,540
255353,6033,253,product_view,2026-03-12 12:52:52,mobile,500
255354,7835,482,product_view,2026-03-12 17:15:46,tablet,9
255355,3562,14,product_view,2026-03-12 11:57:36,mobile,535
255356,8052,22,page_view,2026-03-12 10:36:49,desktop,141
255357,489,383,product_view,2026-03-12 20:32:22,tablet,164
255358,2071,251,page_view,2026-03-12 13:18:13,mobile,439
255359,8037,444,page_view,2026-03-12 21:55:49,tablet,294
255360,4301,34,add_to_cart,2026-03-12 19:03:21,mobile,248
255361,1154,194,product_view,2026-03-12 02:10:38,desktop,320
255362,541,330,checkout,2026-03-12 19:05:51,desktop,211
255363,3899,40,product_view,2026-03-12 18:30:09,desktop,197
255364,1768,429,add_to_cart,2026-03-12 05:21:30,tablet,266
255365,803,317,add_to_cart,2026-03-12 13:06:21,mobile,452
255366,8539,26,page_view,2026-03-12 21:35:00,tablet,325
255367,2021,76,product_view,2026-03-12 02:57:03,desktop,287
