payment_id,order_id,payment_method,payment_amount,payment_status,payment_timestamp
111286,111286,UPI,2291.16,failed_network_error,2026-03-12 15:30:36
111287,111287,Debit Card,9014.789999999999,failed_network_error,2026-03-12 08:56:08
111288,111288,Credit Card,14686.14,failed_invalid_card,2026-03-12 12:14:57
111289,111289,Net Banking,6761.42,failed_insufficient_funds,2026-03-12 05:11:28
111290,111290,Wallet,1053.59,failed_invalid_card,2026-03-12 14:08:32
111291,111291,Debit Card,19319.92,failed_invalid_card,2026-03-12 01:10:00
111292,111292,UPI,13189.400000000001,failed_insufficient_funds,2026-03-12 02:33:41
111293,111293,Wallet,807.95,success,2026-03-12 15:09:33
111294,111294,Debit Card,34092.5,failed_insufficient_funds,2026-03-12 13:13:10
111295,111295,Credit Card,49384.5,success,2026-03-12 06:55:26
111296,111296,Debit Card,3365.19,success,2026-03-12 17:10:06
111297,111297,Wallet,20363.85,failed_invalid_card,2026-03-12 04:14:14
111298,111298,Debit Card,31772.1,success,2026-03-12 15:37:02
111299,111299,Wallet,6181.4,failed_invalid_card,2026-03-12 14:02:59
111300,111300,Credit Card,8672.67,success,2026-03-12 02:01:15
111301,111301,Debit Card,6559.11,failed_insufficient_funds,2026-03-12 11:32:21
111302,111302,Credit Card,2563.7,failed_invalid_card,2026-03-12 08:23:03
111303,111303,UPI,0.0,failed_insufficient_funds,2026-03-12 16:17:56
111304,111304,Debit Card,6593.8,failed_insufficient_funds,2026-03-12 07:05:58
111305,111305,UPI,12683.25,failed_insufficient_funds,2026-03-12 04:18:05
111306,111306,Net Banking,45189.899999999994,failed_invalid_card,2026-03-12 21:00:49
111307,111307,Debit Card,24855.460000000003,failed_network_error,2026-03-12 17:00:59
111308,111308,Credit Card,3815.76,success,2026-03-12 17:20:22
111309,111309,Wallet,1007.58,failed_insufficient_funds,2026-03-12 07:57:44
111310,111310,UPI,19942.8,failed_network_error,2026-03-12 17:50:36
111311,111311,Credit Card,34959.54,failed_network_error,2026-03-12 02:26:19
111312,111312,Credit Card,6662.58,failed_invalid_card,2026-03-12 07:59:19
111313,111313,Wallet,5673.29,failed_invalid_card,2026-03-12 09:34:59
111314,111314,Debit Card,10181.25,success,2026-03-12 20:00:36
111315,111315,Wallet,18601.92,failed_network_error,2026-03-12 19:26:45
111316,111316,Wallet,28040.96,success,2026-03-12 19:26:52
111317,111317,Debit Card,24324.699999999997,success,2026-03-12 23:46:08
111318,111318,Wallet,6683.740000000001,failed_insufficient_funds,2026-03-12 08:13:45
111319,111319,Wallet,0.0,failed_network_error,2026-03-12 10:28:01
111320,111320,Net Banking,4447.56,failed_network_error,2026-03-12 10:36:14
111321,111321,Debit Card,0.0,success,2026-03-12 05:13:17
111322,111322,Debit Card,11480.44,failed_network_error,2026-03-12 09:30:40
111323,111323,Debit Card,1900.96,failed_invalid_card,2026-03-12 23:29:09
111324,111324,Credit Card,0.0,failed_invalid_card,2026-03-12 22:35:46
111325,111325,Credit Card,4049.04,success,2026-03-12 21:31:58
111326,111326,UPI,5112.74,failed_invalid_card,2026-03-12 17:30:23
111327,111327,Debit Card,5599.26,failed_network_error,2026-03-12 08:05:57
111328,111328,Net Banking,2643.56,failed_network_error,2026-03-12 22:00:48
111329,111329,Debit Card,0.0,failed_insufficient_funds,2026-03-12 22:02:57
111330,111330,Credit Card,23930.85,failed_insufficient_funds,2026-03-12 16:25:10
111331,111331,Net Banking,767.8499999999999,failed_insufficient_funds,2026-03-12 02:17:16
111332,111332,UPI,8789.099999999999,success,2026-03-12 09:05:40
111333,111333,Net Banking,6486.18,success,2026-03-12 02:57:38
111334,111334,Debit Card,16815.0,failed_invalid_card,2026-03-12 11:37:04
111335,111335,Debit Card,633.95,failed_invalid_card,2026-03-12 06:46:29
111336,111336,Credit Card,9926.22,failed_insufficient_funds,2026-03-12 08:30:55
111337,111337,Debit Card,3986.29,failed_insufficient_funds,2026-03-12 10:52:29
111338,111338,UPI,16643.12,failed_insufficient_funds,2026-03-12 19:20:37
111339,111339,Debit Card,16115.150000000001,failed_network_error,2026-03-12 16:25:48
111340,111340,Credit Card,14215.04,success,2026-03-12 22:50:52
111341,111341,Wallet,21620.24,success,2026-03-12 14:50:53
111342,111342,UPI,13498.59,failed_insufficient_funds,2026-03-12 23:47:36
111343,111343,Debit Card,0.0,failed_invalid_card,2026-03-12 14:29:07
111344,111344,Credit Card,18649.3,failed_insufficient_funds,2026-03-12 19:39:16
111345,111345,Debit Card,21838.25,success,2026-03-12 17:09:01
111346,111346,UPI,25973.01,failed_invalid_card,2026-03-12 22:02:18
111347,111347,Debit Card,19546.74,success,2026-03-12 05:27:50
111348,111348,Net Banking,2395.21,failed_insufficient_funds,2026-03-12 02:46:42
111349,111349,Credit Card,33812.64,failed_insufficient_funds,2026-03-12 10:45:36
111350,111350,Net Banking,7827.539999999999,success,2026-03-12 22:36:40
111351,111351,Credit Card,25527.039999999997,failed_invalid_card,2026-03-12 21:55:32
