order_id,customer_id,product_id,order_timestamp,price,quantity,order_total,order_status
111286,9707,401,2026-03-12 19:01:03,204.41,5,1022.05,Cancelled
111287,8921,270,2026-03-12 06:12:40,2582.84,1,2582.84,Completed
111288,1874,390,2026-03-12 09:36:47,1395.61,0,0.0,Completed
111289,9568,301,2026-03-12 14:11:14,2074.23,5,10371.15,Returned
111290,2952,308,2026-03-12 05:39:36,4923.51,5,24617.550000000003,Completed
111291,6745,109,2026-03-12 16:20:55,188.98,6,1133.8799999999999,Cancelled
111292,7810,463,2026-03-12 21:18:50,2421.46,4,9685.84,Returned
111293,1698,450,2026-03-12 11:59:20,3914.49,9,35230.409999999996,Cancelled
111294,7307,207,2026-03-12 01:38:48,1339.1,2,2678.2,Returned
111295,149,137,2026-03-12 21:02:22,1458.78,9,13129.02,Completed
111296,5387,162,2026-03-12 04:27:16,1941.68,0,0.0,Cancelled
111297,3701,376,2026-03-12 03:58:04,4056.21,1,4056.21,Returned
111298,8133,207,2026-03-12 00:07:31,2735.56,5,13677.8,Cancelled
111299,540,79,2026-03-12 05:59:56,3835.16,7,26846.12,Returned
111300,4211,15,2026-03-12 01:12:27,3324.7,8,26597.6,Cancelled
111301,6588,280,2026-03-12 02:08:26,2822.19,7,19755.33,Cancelled
111302,3436,2,2026-03-12 01:58:05,244.42,3,733.26,Completed
111303,2524,216,2026-03-12 08:21:15,907.93,5,4539.65,Completed
111304,6997,267,2026-03-12 15:15:45,4191.63,1,4191.63,Completed
111305,6349,448,2026-03-12 04:26:07,3796.17,8,30369.36,Completed
111306,9800,376,2026-03-12 19:48:01,2183.14,4,8732.56,Completed
111307,8055,129,2026-03-12 04:30:02,3417.26,10,34172.600000000006,Returned
111308,1842,226,2026-03-12 15:51:44,2169.82,0,0.0,Completed
111309,9506,349,2026-03-12 20:55:57,3957.96,9,35621.64,Completed
111310,2372,81,2026-03-12 05:01:54,2464.68,7,17252.76,Returned
111311,4650,438,2026-03-12 04:31:44,4248.62,9,38237.58,Cancelled
111312,6703,481,2026-03-12 01:53:46,1952.51,2,3905.02,Completed
111313,7597,128,2026-03-12 08:41:01,3369.01,9,30321.090000000004,Cancelled
111314,4037,401,2026-03-12 06:59:19,300.3,8,2402.4,Returned
111315,1715,106,2026-03-12 04:58:15,4092.7,1,4092.7,Returned
111316,6690,438,2026-03-12 20:40:03,4469.92,8,35759.36,Cancelled
111317,8,10,2026-03-12 17:25:23,3707.46,3,11122.380000000001,Returned
111318,8232,171,2026-03-12 05:28:43,4383.66,0,0.0,Completed
111319,6790,11,2026-03-12 02:30:09,3263.96,2,6527.92,Returned
111320,1217,135,2026-03-12 08:20:18,149.87,8,1198.96,Cancelled
111321,3885,171,2026-03-12 03:18:41,633.22,5,3166.1000000000004,Returned
111322,9155,116,2026-03-12 11:58:58,3313.37,2,6626.74,Completed
111323,5008,434,2026-03-12 19:15:00,1986.48,6,11918.880000000001,Returned
111324,5400,250,2026-03-12 12:45:55,2323.76,6,13942.560000000001,Returned
111325,1987,122,2026-03-12 06:32:18,1559.22,0,0.0,Returned
111326,8464,379,2026-03-12 18:39:58,3662.4,3,10987.2,Cancelled
111327,2554,350,2026-03-12 21:35:42,561.68,10,5616.799999999999,Cancelled
111328,6548,388,2026-03-12 21:41:46,2649.83,0,0.0,Returned
111329,6348,324,2026-03-12 15:59:45,4626.62,2,9253.24,Completed
