payment_id,order_id,payment_method,payment_amount,payment_status,payment_timestamp
111286,111286,Debit Card,16998.399999999998,failed_invalid_card,2026-03-12 07:36:43
111287,111287,Wallet,0.0,failed_network_error,2026-03-12 06:24:21
111288,111288,Net Banking,323.7,failed_network_error,2026-03-12 01:01:50
111289,111289,UPI,12313.35,failed_network_error,2026-03-12 09:03:15
111290,111290,Credit Card,0.0,failed_insufficient_funds,2026-03-12 19:31:08
111291,111291,Wallet,21179.64,failed_invalid_card,2026-03-12 23:19:27
111292,111292,Net Banking,7012.59,failed_network_error,2026-03-12 05:28:13
111293,111293,Wallet,11939.28,failed_network_error,2026-03-12 23:10:56
111294,111294,Credit Card,0.0,success,2026-03-12 17:29:58
111295,111295,Credit Card,1462.2,success,2026-03-12 10:05:24
111296,111296,Debit Card,21825.0,failed_network_error,2026-03-12 09:55:08
111297,111297,Debit Card,10081.52,failed_network_error,2026-03-12 18:29:26
111298,111298,Wallet,487.42,success,2026-03-12 14:00:38
111299,111299,Debit Card,17078.72,failed_invalid_card,2026-03-12 19:32:06
111300,111300,Debit Card,16942.6,failed_invalid_card,2026-03-12 17:20:41
111301,111301,Debit Card,18575.76,success,2026-03-12 12:25:52
111302,111302,Credit Card,18531.73,failed_insufficient_funds,2026-03-12 21:17:33
111303,111303,UPI,7883.84,failed_insufficient_funds,2026-03-12 06:14:28
111304,111304,UPI,36138.08,success,2026-03-12 09:38:20
111305,111305,Wallet,12578.800000000001,success,2026-03-12 22:41:00
111306,111306,Credit Card,9804.85,failed_insufficient_funds,2026-03-12 21:43:15
111307,111307,UPI,0.0,failed_insufficient_funds,2026-03-12 18:53:36
111308,111308,UPI,11420.16,failed_invalid_card,2026-03-12 11:49:01
111309,111309,Net Banking,14219.519999999999,success,2026-03-12 20:46:08
111310,111310,Net Banking,1662.54,failed_insufficient_funds,2026-03-12 04:45:27
111311,111311,UPI,238.68,failed_invalid_card,2026-03-12 13:04:02
111312,111312,Debit Card,3503.35,failed_insufficient_funds,2026-03-12 20:41:40
111313,111313,Debit Card,19902.06,failed_network_error,2026-03-12 16:50:27
111314,111314,Net Banking,42736.409999999996,success,2026-03-12 11:32:54
111315,111315,Net Banking,7620.75,failed_insufficient_funds,2026-03-12 03:15:36
111316,111316,Wallet,25781.28,success,2026-03-12 07:34:35
111317,111317,Wallet,9488.9,success,2026-03-12 09:07:17
111318,111318,Debit Card,213.54,failed_network_error,2026-03-12 20:04:27
111319,111319,Credit Card,2302.53,failed_invalid_card,2026-03-12 01:28:44
111320,111320,Debit Card,1461.5,failed_invalid_card,2026-03-12 03:00:40
111321,111321,Credit Card,45.16,failed_invalid_card,2026-03-12 04:18:07
111322,111322,Debit Card,6113.099999999999,failed_network_error,2026-03-12 10:40:17
111323,111323,Net Banking,43659.2,failed_invalid_card,2026-03-12 11:30:46
111324,111324,Wallet,3446.31,failed_network_error,2026-03-12 14:26:44
111325,111325,UPI,0.0,success,2026-03-12 08:08:07
111326,111326,Credit Card,5710.68,failed_network_error,2026-03-12 15:01:34
111327,111327,Credit Card,0.0,failed_network_error,2026-03-12 14:33:38
111328,111328,UPI,11949.75,success,2026-03-12 23:31:08
111329,111329,UPI,0.0,failed_network_error,2026-03-12 03:28:28
111330,111330,Debit Card,19883.6,success,2026-03-12 20:25:11
111331,111331,Credit Card,11224.08,failed_network_error,2026-03-12 16:43:34
111332,111332,Debit Card,35479.6,failed_insufficient_funds,2026-03-12 17:07:38
111333,111333,Debit Card,15721.16,failed_invalid_card,2026-03-12 14:41:34
111334,111334,Wallet,16988.76,failed_insufficient_funds,2026-03-12 00:42:36
111335,111335,Wallet,20735.190000000002,failed_invalid_card,2026-03-12 19:59:37
111336,111336,UPI,3678.04,success,2026-03-12 00:00:33
111337,111337,Debit Card,1950.66,failed_invalid_card,2026-03-12 21:58:38
111338,111338,Credit Card,41283.6,failed_invalid_card,2026-03-12 22:47:03
111339,111339,Credit Card,8746.84,failed_invalid_card,2026-03-12 10:45:56
111340,111340,Net Banking,0.0,failed_network_error,2026-03-12 08:33:57
111341,111341,Credit Card,28084.07,failed_invalid_card,2026-03-12 04:12:09
111342,111342,Wallet,9008.0,success,2026-03-12 22:32:12
111343,111343,Credit Card,1233.72,success,2026-03-12 18:03:43
111344,111344,Credit Card,28830.549999999996,failed_insufficient_funds,2026-03-12 22:02:12
111345,111345,Wallet,18641.52,failed_invalid_card,2026-03-12 01:51:48
111346,111346,Wallet,1396.99,failed_insufficient_funds,2026-03-12 02:41:11
111347,111347,Wallet,686.66,failed_insufficient_funds,2026-03-12 00:10:31
111348,111348,Credit Card,13879.079999999998,failed_network_error,2026-03-12 07:02:35
111349,111349,Wallet,998.64,failed_insufficient_funds,2026-03-12 02:34:08
111350,111350,Net Banking,987.8499999999999,failed_network_error,2026-03-12 15:28:26
111351,111351,Credit Card,29905.100000000002,failed_invalid_card,2026-03-12 11:36:40
111352,111352,Debit Card,38955.12,success,2026-03-12 01:48:50
111353,111353,Debit Card,554.12,failed_network_error,2026-03-12 07:31:32
111354,111354,Net Banking,5014.55,failed_insufficient_funds,2026-03-12 10:18:45
111355,111355,Debit Card,1019.14,failed_invalid_card,2026-03-12 02:46:57
111356,111356,Credit Card,39153.12,failed_network_error,2026-03-12 08:40:56
111357,111357,Credit Card,7814.650000000001,failed_network_error,2026-03-12 20:13:19
111358,111358,Debit Card,1188.8,success,2026-03-12 12:39:06
111359,111359,UPI,39081.799999999996,success,2026-03-12 21:34:28
111360,111360,Debit Card,8295.63,failed_insufficient_funds,2026-03-12 04:38:06
111361,111361,Wallet,1028.1599999999999,failed_insufficient_funds,2026-03-12 18:11:43
111362,111362,Credit Card,41998.9,failed_invalid_card,2026-03-12 08:23:37
111363,111363,Credit Card,7213.08,failed_invalid_card,2026-03-12 11:39:39
111364,111364,Credit Card,4177.900000000001,failed_network_error,2026-03-12 05:46:59
111365,111365,Credit Card,1451.32,failed_insufficient_funds,2026-03-12 09:19:52
111366,111366,Credit Card,9120.22,success,2026-03-12 20:35:16
111367,111367,Debit Card,4675.68,failed_network_error,2026-03-12 08:49:08
111368,111368,Debit Card,10343.43,failed_network_error,2026-03-12 06:27:17
111369,111369,Debit Card,4809.04,success,2026-03-12 22:02:38
111370,111370,UPI,0.0,failed_invalid_card,2026-03-12 19:48:00
111371,111371,Debit Card,25183.690000000002,failed_invalid_card,2026-03-12 00:24:01
111372,111372,Net Banking,3793.17,failed_network_error,2026-03-12 07:08:14
111373,111373,Net Banking,13256.11,failed_insufficient_funds,2026-03-12 16:15:59
111374,111374,Debit Card,16442.8,failed_invalid_card,2026-03-12 22:38:42
111375,111375,Debit Card,18898.6,failed_invalid_card,2026-03-12 04:08:06
111376,111376,UPI,10483.8,failed_insufficient_funds,2026-03-12 16:55:02
111377,111377,Debit Card,1310.56,failed_network_error,2026-03-12 03:09:46
111378,111378,Net Banking,0.0,failed_invalid_card,2026-03-12 12:01:39
111379,111379,UPI,4155.96,failed_invalid_card,2026-03-12 13:34:20
111380,111380,UPI,21773.5,failed_insufficient_funds,2026-03-12 11:02:33
111381,111381,Net Banking,8191.89,success,2026-03-12 20:50:32
111382,111382,Debit Card,22866.13,failed_invalid_card,2026-03-12 00:45:34
111383,111383,Wallet,8297.68,success,2026-03-12 10:57:07
111384,111384,Debit Card,19778.399999999998,failed_invalid_card,2026-03-12 16:45:58
111385,111385,UPI,9352.98,failed_insufficient_funds,2026-03-12 12:16:19
111386,111386,UPI,29503.809999999998,failed_network_error,2026-03-12 06:37:00
111387,111387,Credit Card,916.75,failed_insufficient_funds,2026-03-12 04:01:00
111388,111388,Net Banking,7027.4,success,2026-03-12 05:13:58
111389,111389,UPI,5428.26,failed_invalid_card,2026-03-12 02:28:21
111390,111390,Wallet,49692.9,failed_invalid_card,2026-03-12 10:42:31
111391,111391,Debit Card,12944.300000000001,failed_network_error,2026-03-12 22:25:43
111392,111392,Credit Card,4810.25,failed_network_error,2026-03-12 07:13:44
111393,111393,Net Banking,11470.289999999999,failed_invalid_card,2026-03-12 09:10:55
111394,111394,Net Banking,0.0,failed_insufficient_funds,2026-03-12 04:19:02
111395,111395,Net Banking,12265.86,success,2026-03-12 17:42:39
111396,111396,UPI,824.52,failed_insufficient_funds,2026-03-12 21:53:50
111397,111397,Wallet,31556.08,failed_insufficient_funds,2026-03-12 01:03:14
111398,111398,Wallet,1452.6,failed_invalid_card,2026-03-12 05:23:16
111399,111399,Net Banking,28967.329999999998,failed_invalid_card,2026-03-12 22:31:34
111400,111400,Debit Card,0.0,failed_invalid_card,2026-03-12 22:57:45
111401,111401,Net Banking,13936.88,success,2026-03-12 00:28:39
111402,111402,Credit Card,11117.05,failed_insufficient_funds,2026-03-12 20:06:52
111403,111403,UPI,18043.5,failed_insufficient_funds,2026-03-12 16:20:55
111404,111404,Wallet,0.0,success,2026-03-12 11:15:02
111405,111405,Debit Card,0.0,failed_network_error,2026-03-12 10:49:07
111406,111406,UPI,22162.0,success,2026-03-12 22:44:24
111407,111407,UPI,12657.39,failed_network_error,2026-03-12 20:49:35
111408,111408,Debit Card,5492.3099999999995,failed_invalid_card,2026-03-12 09:37:48
111409,111409,Wallet,4363.14,failed_invalid_card,2026-03-12 21:08:09
111410,111410,Net Banking,12542.579999999998,failed_network_error,2026-03-12 03:07:27
111411,111411,UPI,210.41,failed_network_error,2026-03-12 11:06:48
111412,111412,Wallet,39165.840000000004,failed_invalid_card,2026-03-12 05:38:08
111413,111413,Wallet,2510.47,failed_insufficient_funds,2026-03-12 00:45:46
111414,111414,Net Banking,3911.75,failed_insufficient_funds,2026-03-12 16:22:28
111415,111415,Net Banking,16541.63,failed_invalid_card,2026-03-12 20:27:40
111416,111416,Credit Card,28406.58,failed_insufficient_funds,2026-03-12 01:46:59
111417,111417,Wallet,4203.68,success,2026-03-12 10:18:42
111418,111418,Net Banking,7849.5199999999995,success,2026-03-12 13:06:08
111419,111419,Credit Card,24711.100000000002,failed_invalid_card,2026-03-12 13:43:38
111420,111420,UPI,2204.7999999999997,failed_network_error,2026-03-12 05:04:07
111421,111421,Credit Card,4512.48,success,2026-03-12 01:11:31
111422,111422,Wallet,14933.800000000001,success,2026-03-12 22:39:47
111423,111423,Credit Card,7080.2,failed_insufficient_funds,2026-03-12 23:39:50
111424,111424,Net Banking,8103.900000000001,failed_network_error,2026-03-12 18:41:03
111425,111425,Credit Card,9868.64,failed_invalid_card,2026-03-12 01:07:31
111426,111426,Net Banking,18421.76,failed_invalid_card,2026-03-12 06:46:51
111427,111427,Debit Card,7219.22,failed_insufficient_funds,2026-03-12 07:10:22
111428,111428,Net Banking,2798.28,success,2026-03-12 07:43:38
111429,111429,Credit Card,27824.28,failed_invalid_card,2026-03-12 14:08:26
111430,111430,Debit Card,2126.38,failed_insufficient_funds,2026-03-12 03:39:41
