payment_id,order_id,payment_method,payment_amount,payment_status,payment_timestamp
111286,111286,Debit Card,1022.05,failed_network_error,2026-03-12 21:56:31
111287,111287,Wallet,2582.84,failed_insufficient_funds,2026-03-12 07:17:23
111288,111288,Net Banking,0.0,failed_invalid_card,2026-03-12 12:38:50
111289,111289,Debit Card,10371.15,failed_network_error,2026-03-12 16:47:20
111290,111290,UPI,24617.550000000003,failed_insufficient_funds,2026-03-12 02:35:16
111291,111291,Credit Card,1133.8799999999999,failed_invalid_card,2026-03-12 15:19:49
111292,111292,Net Banking,9685.84,failed_invalid_card,2026-03-12 21:18:15
111293,111293,Credit Card,35230.409999999996,success,2026-03-12 02:09:37
111294,111294,Debit Card,2678.2,failed_network_error,2026-03-12 17:09:52
111295,111295,Net Banking,13129.02,success,2026-03-12 02:04:30
111296,111296,Net Banking,0.0,success,2026-03-12 06:37:45
111297,111297,Net Banking,4056.21,failed_insufficient_funds,2026-03-12 18:10:17
111298,111298,Debit Card,13677.8,failed_invalid_card,2026-03-12 20:32:33
111299,111299,Wallet,26846.12,success,2026-03-12 05:34:54
111300,111300,Wallet,26597.6,success,2026-03-12 05:47:52
111301,111301,Wallet,19755.33,failed_invalid_card,2026-03-12 00:13:55
111302,111302,Wallet,733.26,success,2026-03-12 04:32:21
111303,111303,Debit Card,4539.65,failed_invalid_card,2026-03-12 00:07:01
111304,111304,Net Banking,4191.63,failed_invalid_card,2026-03-12 05:11:53
111305,111305,Credit Card,30369.36,failed_invalid_card,2026-03-12 00:20:59
111306,111306,Wallet,8732.56,success,2026-03-12 12:11:53
111307,111307,Net Banking,34172.600000000006,success,2026-03-12 19:22:47
111308,111308,Net Banking,0.0,failed_network_error,2026-03-12 02:21:31
111309,111309,UPI,35621.64,failed_invalid_card,2026-03-12 09:09:48
111310,111310,UPI,17252.76,success,2026-03-12 13:33:46
111311,111311,UPI,38237.58,failed_insufficient_funds,2026-03-12 03:06:54
111312,111312,Net Banking,3905.02,failed_invalid_card,2026-03-12 02:43:31
111313,111313,UPI,30321.090000000004,failed_network_error,2026-03-12 14:11:28
111314,111314,Credit Card,2402.4,failed_invalid_card,2026-03-12 19:16:15
111315,111315,Debit Card,4092.7,failed_insufficient_funds,2026-03-12 07:19:59
111316,111316,UPI,35759.36,failed_insufficient_funds,2026-03-12 14:13:34
111317,111317,UPI,11122.380000000001,failed_network_error,2026-03-12 16:26:29
111318,111318,Net Banking,0.0,failed_invalid_card,2026-03-12 07:37:27
111319,111319,Net Banking,6527.92,success,2026-03-12 20:04:50
111320,111320,Net Banking,1198.96,failed_insufficient_funds,2026-03-12 10:05:10
111321,111321,Credit Card,3166.1000000000004,success,2026-03-12 16:21:19
111322,111322,Wallet,6626.74,failed_invalid_card,2026-03-12 11:01:58
111323,111323,Wallet,11918.880000000001,failed_invalid_card,2026-03-12 16:17:09
111324,111324,UPI,13942.560000000001,failed_invalid_card,2026-03-12 12:34:35
111325,111325,Credit Card,0.0,success,2026-03-12 17:38:02
111326,111326,UPI,10987.2,failed_network_error,2026-03-12 08:48:50
111327,111327,Credit Card,5616.799999999999,failed_network_error,2026-03-12 06:11:25
111328,111328,Debit Card,0.0,failed_network_error,2026-03-12 12:14:50
111329,111329,Net Banking,9253.24,failed_insufficient_funds,2026-03-12 09:21:21
111330,111330,UPI,7973.52,failed_insufficient_funds,2026-03-12 03:51:51
111331,111331,Net Banking,8774.78,failed_network_error,2026-03-12 21:50:37
111332,111332,UPI,629.66,failed_invalid_card,2026-03-12 15:20:28
111333,111333,Net Banking,10119.6,success,2026-03-12 10:34:57
111334,111334,Net Banking,9285.25,success,2026-03-12 18:41:32
111335,111335,Credit Card,4165.65,failed_invalid_card,2026-03-12 11:42:16
111336,111336,Debit Card,11641.53,failed_invalid_card,2026-03-12 15:26:23
111337,111337,Credit Card,0.0,failed_invalid_card,2026-03-12 11:19:51
111338,111338,Net Banking,80.78999999999999,failed_insufficient_funds,2026-03-12 21:15:33
