event_id,customer_id,product_id,event_type,event_timestamp,device_type,session_duration
255296,165,65,add_to_cart,2026-03-12 07:26:54,mobile,559
255297,5453,257,page_view,2026-03-12 14:32:04,mobile,114
255298,1110,212,page_view,2026-03-12 15:57:17,desktop,349
255299,9351,413,add_to_cart,2026-03-12 10:04:23,desktop,162
255300,7354,478,page_view,2026-03-12 17:19:50,tablet,133
255301,10429,11,product_view,2026-03-12 10:15:20,tablet,497
255302,7715,441,add_to_cart,2026-03-12 14:19:00,tablet,393
255303,7540,245,add_to_cart,2026-03-12 18:37:47,tablet,64
255304,3821,257,checkout,2026-03-12 22:00:16,tablet,210
255305,8820,203,product_view,2026-03-12 11:53:43,desktop,64
255306,4626,15,checkout,2026-03-12 13:55:39,mobile,352
255307,7663,109,product_view,2026-03-12 00:09:21,tablet,166
255308,1026,213,checkout,2026-03-12 16:14:03,tablet,151
255309,7545,109,product_view,2026-03-12 23:52:09,desktop,52
255310,105,204,add_to_cart,2026-03-12 21:38:33,tablet,19
255311,2440,82,checkout,2026-03-12 08:19:34,mobile,461
255312,9536,245,page_view,2026-03-12 21:56:08,desktop,536
255313,8450,438,product_view,2026-03-12 10:46:33,desktop,551
255314,1637,219,page_view,2026-03-12 01:53:47,desktop,459
255315,5156,184,add_to_cart,2026-03-12 23:02:52,mobile,598
255316,6237,24,add_to_cart,2026-03-12 16:42:01,tablet,245
255317,6491,73,add_to_cart,2026-03-12 19:36:20,tablet,578
255318,3881,440,add_to_cart,2026-03-12 15:15:54,tablet,48
255319,4533,43,add_to_cart,2026-03-12 07:47:17,mobile,542
255320,5430,258,add_to_cart,2026-03-12 21:49:09,desktop,110
255321,6671,387,add_to_cart,2026-03-12 06:12:12,desktop,218
255322,1575,86,checkout,2026-03-12 05:14:49,mobile,361
255323,7614,58,checkout,2026-03-12 11:55:03,mobile,527
255324,3451,21,product_view,2026-03-12 00:38:40,desktop,360
255325,779,305,checkout,2026-03-12 02:30:39,desktop,118
255326,275,6,product_view,2026-03-12 14:31:30,tablet,414
255327,1531,198,add_to_cart,2026-03-12 03:00:28,desktop,219
255328,6927,474,page_view,2026-03-12 07:07:43,mobile,256
255329,2931,370,add_to_cart,2026-03-12 19:15:57,desktop,488
255330,5006,294,checkout,2026-03-12 14:02:53,tablet,574
255331,5999,390,add_to_cart,2026-03-12 11:15:30,desktop,535
255332,5967,359,page_view,2026-03-12 03:08:55,tablet,19
255333,7143,56,add_to_cart,2026-03-12 04:05:18,tablet,272
255334,5325,7,add_to_cart,2026-03-12 23:24:26,desktop,461
255335,6110,228,page_view,2026-03-12 13:11:09,tablet,100
255336,4534,107,page_view,2026-03-12 23:02:07,mobile,487
255337,8871,189,checkout,2026-03-12 05:42:46,mobile,439
255338,2120,116,page_view,2026-03-12 02:00:18,mobile,166
255339,4713,365,checkout,2026-03-12 04:06:07,desktop,74
255340,5505,383,checkout,2026-03-12 08:13:00,tablet,19
255341,1930,172,product_view,2026-03-12 15:41:19,tablet,286
255342,169,386,checkout,2026-03-12 13:36:47,desktop,327
255343,8722,358,product_view,2026-03-12 23:42:04,desktop,116
255344,9372,241,add_to_cart,2026-03-12 19:52:52,tablet,488
255345,803,102,product_view,2026-03-12 17:31:40,tablet,535
255346,3225,45,add_to_cart,2026-03-12 20:21:52,mobile,495
255347,4779,358,page_view,2026-03-12 03:31:18,desktop,512
255348,6308,171,page_view,2026-03-12 08:44:46,desktop,560
255349,5768,117,page_view,2026-03-12 04:30:04,tablet,557
255350,10423,480,product_view,2026-03-12 10:53:00,mobile,366
255351,9354,276,product_view,2026-03-12 04:17:33,desktop,18
255352,2769,367,checkout,2026-03-12 23:30:29,desktop,565
255353,426,58,page_view,2026-03-12 18:55:14,mobile,344
255354,2147,477,product_view,2026-03-12 17:06:23,tablet,429
255355,4892,148,checkout,2026-03-12 14:50:02,mobile,159
255356,2908,235,add_to_cart,2026-03-12 21:42:43,desktop,577
255357,7575,470,checkout,2026-03-12 03:40:36,mobile,168
255358,1361,304,page_view,2026-03-12 13:35:32,tablet,265
255359,7710,258,product_view,2026-03-12 17:35:29,mobile,401
255360,1225,440,checkout,2026-03-12 20:29:18,tablet,562
255361,6036,364,product_view,2026-03-12 02:02:25,mobile,579
255362,8619,432,checkout,2026-03-12 08:37:58,mobile,444
255363,1767,33,product_view,2026-03-12 00:28:27,mobile,316
255364,3956,31,page_view,2026-03-12 01:31:35,mobile,565
