order_id,customer_id,product_id,order_timestamp,price,quantity,order_total,order_status
111286,4789,380,2026-03-12 04:15:53,2617.54,6,15705.24,Cancelled
111287,9927,489,2026-03-12 17:29:07,385.43,8,3083.44,Cancelled
111288,5665,36,2026-03-12 02:40:08,1800.61,3,5401.83,Returned
111289,6734,113,2026-03-12 21:19:09,2179.16,6,13074.96,Completed
111290,4510,120,2026-03-12 03:23:11,1229.74,3,3689.2200000000003,Completed
111291,4385,115,2026-03-12 22:13:36,95.12,5,475.6,Cancelled
111292,4218,447,2026-03-12 07:06:11,1350.23,4,5400.92,Completed
111293,8676,259,2026-03-12 18:44:35,2433.38,7,17033.66,Cancelled
111294,1874,288,2026-03-12 12:58:26,1402.51,10,14025.1,Returned
111295,6457,86,2026-03-12 20:02:17,2882.22,0,0.0,Completed
111296,4592,271,2026-03-12 04:31:35,3944.8,10,39448.0,Completed
111297,2854,73,2026-03-12 19:32:42,99.22,2,198.44,Completed
111298,1573,60,2026-03-12 20:10:39,2340.68,0,0.0,Returned
111299,10089,366,2026-03-12 21:15:39,4481.57,8,35852.56,Cancelled
111300,6213,381,2026-03-12 17:13:46,3758.2,7,26307.399999999998,Completed
111301,8996,74,2026-03-12 21:40:03,1149.91,0,0.0,Cancelled
111302,10108,414,2026-03-12 05:11:59,1183.17,9,10648.53,Returned
111303,6150,273,2026-03-12 02:52:31,3682.98,7,25780.86,Returned
111304,6576,400,2026-03-12 01:50:04,3071.28,9,27641.52,Returned
111305,5221,117,2026-03-12 19:46:04,2386.0,0,0.0,Returned
111306,8661,76,2026-03-12 05:44:20,4020.56,0,0.0,Completed
111307,2686,88,2026-03-12 18:43:11,2962.33,7,20736.309999999998,Completed
111308,342,350,2026-03-12 22:25:43,2032.57,10,20325.7,Completed
111309,1102,38,2026-03-12 22:50:52,4439.51,7,31076.57,Returned
111310,5935,487,2026-03-12 01:22:34,4176.9,7,29238.299999999996,Completed
111311,2591,92,2026-03-12 17:20:24,1735.17,4,6940.68,Cancelled
111312,3850,176,2026-03-12 13:24:02,907.36,1,907.36,Returned
111313,2289,206,2026-03-12 02:50:53,1054.19,8,8433.52,Completed
111314,7050,286,2026-03-12 21:09:23,4992.31,3,14976.93,Cancelled
111315,7072,47,2026-03-12 23:34:14,2020.52,0,0.0,Cancelled
111316,2343,333,2026-03-12 12:14:39,427.41,8,3419.28,Returned
111317,119,111,2026-03-12 03:13:59,1840.01,1,1840.01,Returned
111318,10156,124,2026-03-12 15:06:14,2002.94,3,6008.82,Completed
111319,5333,23,2026-03-12 12:10:03,1560.47,4,6241.88,Cancelled
111320,209,6,2026-03-12 12:26:25,3049.27,4,12197.08,Returned
111321,7722,230,2026-03-12 02:57:41,450.76,7,3155.3199999999997,Returned
111322,744,204,2026-03-12 06:36:37,3280.55,9,29524.95,Cancelled
111323,9134,315,2026-03-12 16:52:31,2414.98,10,24149.8,Cancelled
