event_id,customer_id,product_id,event_type,event_timestamp,device_type,session_duration
255296,4765,74,page_view,2026-03-12 14:31:56,desktop,521
255297,140,154,add_to_cart,2026-03-12 02:21:39,tablet,413
255298,8018,462,page_view,2026-03-12 13:38:44,mobile,174
255299,2821,322,page_view,2026-03-12 13:35:22,mobile,163
255300,6891,84,checkout,2026-03-12 01:29:46,mobile,303
255301,3917,102,add_to_cart,2026-03-12 23:25:09,desktop,485
255302,496,500,product_view,2026-03-12 06:40:40,desktop,462
255303,4064,255,checkout,2026-03-12 16:40:58,tablet,96
255304,3615,147,add_to_cart,2026-03-12 07:29:15,mobile,15
255305,5749,385,add_to_cart,2026-03-12 18:34:56,mobile,330
255306,5319,176,page_view,2026-03-12 12:03:06,mobile,161
255307,4450,351,add_to_cart,2026-03-12 10:59:18,mobile,30
255308,2480,97,product_view,2026-03-12 22:48:47,mobile,420
255309,9779,19,product_view,2026-03-12 21:04:50,mobile,99
255310,5804,500,add_to_cart,2026-03-12 19:03:52,mobile,227
255311,272,173,page_view,2026-03-12 17:42:47,mobile,412
255312,9751,339,page_view,2026-03-12 22:28:15,mobile,238
255313,9508,473,product_view,2026-03-12 10:55:19,mobile,411
255314,7400,476,page_view,2026-03-12 15:56:46,mobile,453
255315,3274,302,checkout,2026-03-12 18:03:43,mobile,486
255316,4504,178,add_to_cart,2026-03-12 14:07:46,tablet,500
255317,3493,473,page_view,2026-03-12 04:55:29,tablet,468
255318,6979,211,product_view,2026-03-12 16:44:02,desktop,504
255319,8008,258,checkout,2026-03-12 12:46:38,mobile,450
255320,52,150,checkout,2026-03-12 20:25:25,mobile,511
255321,3084,424,add_to_cart,2026-03-12 02:58:27,mobile,18
255322,6547,37,checkout,2026-03-12 11:58:35,mobile,404
255323,8838,371,product_view,2026-03-12 20:25:00,mobile,48
255324,5921,464,page_view,2026-03-12 16:14:25,mobile,170
255325,801,232,product_view,2026-03-12 04:28:33,mobile,136
255326,6515,332,page_view,2026-03-12 21:33:54,mobile,268
255327,7314,231,page_view,2026-03-12 09:33:01,mobile,482
255328,4358,51,product_view,2026-03-12 11:39:10,mobile,70
255329,4143,224,product_view,2026-03-12 05:05:40,mobile,242
255330,653,130,page_view,2026-03-12 19:59:56,mobile,327
255331,10222,419,page_view,2026-03-12 04:17:15,mobile,236
255332,3548,256,add_to_cart,2026-03-12 10:32:44,desktop,561
255333,6574,299,page_view,2026-03-12 12:38:49,desktop,524
255334,3211,404,page_view,2026-03-12 12:23:23,tablet,436
255335,8052,124,add_to_cart,2026-03-12 17:28:27,mobile,42
255336,8548,271,page_view,2026-03-12 17:46:40,mobile,414
255337,6543,311,product_view,2026-03-12 15:25:47,desktop,103
255338,8598,111,page_view,2026-03-12 20:48:13,mobile,490
255339,9166,170,checkout,2026-03-12 23:02:12,mobile,597
255340,9110,9,checkout,2026-03-12 06:23:45,desktop,422
255341,2337,333,add_to_cart,2026-03-12 06:34:06,mobile,265
255342,4312,93,page_view,2026-03-12 16:36:00,tablet,492
255343,7704,94,page_view,2026-03-12 16:14:05,tablet,81
255344,780,20,add_to_cart,2026-03-12 05:27:36,desktop,306
255345,1042,308,checkout,2026-03-12 23:19:12,mobile,418
