payment_id,order_id,payment_method,payment_amount,payment_status,payment_timestamp
111286,111286,Credit Card,1141.98,failed_insufficient_funds,2026-03-12 20:07:48
111287,111287,UPI,35327.3,failed_invalid_card,2026-03-12 10:38:42
111288,111288,Credit Card,1357.24,failed_invalid_card,2026-03-12 10:21:17
111289,111289,Debit Card,2765.73,failed_network_error,2026-03-12 01:40:50
111290,111290,Net Banking,8085.66,failed_invalid_card,2026-03-12 19:18:09
111291,111291,Debit Card,9919.6,failed_invalid_card,2026-03-12 20:03:18
111292,111292,Wallet,30635.64,success,2026-03-12 13:04:31
111293,111293,UPI,1807.74,failed_insufficient_funds,2026-03-12 22:17:15
111294,111294,Debit Card,20473.5,failed_insufficient_funds,2026-03-12 22:58:07
111295,111295,Credit Card,0.0,failed_insufficient_funds,2026-03-12 03:33:54
111296,111296,UPI,19068.72,success,2026-03-12 21:57:42
111297,111297,Net Banking,23328.62,failed_insufficient_funds,2026-03-12 21:32:34
111298,111298,Credit Card,14894.8,success,2026-03-12 00:41:50
111299,111299,Net Banking,5259.36,failed_insufficient_funds,2026-03-12 23:00:32
111300,111300,Net Banking,31180.23,success,2026-03-12 01:45:36
111301,111301,Debit Card,35245.76,failed_network_error,2026-03-12 13:18:23
111302,111302,UPI,0.0,failed_invalid_card,2026-03-12 16:18:25
111303,111303,Credit Card,2004.03,failed_network_error,2026-03-12 04:04:13
111304,111304,UPI,913.94,success,2026-03-12 12:23:57
111305,111305,Wallet,5945.6,failed_insufficient_funds,2026-03-12 12:15:32
111306,111306,Credit Card,14603.699999999999,failed_network_error,2026-03-12 20:01:48
111307,111307,Debit Card,9180.05,failed_insufficient_funds,2026-03-12 07:42:38
111308,111308,UPI,4887.52,failed_network_error,2026-03-12 20:08:26
111309,111309,UPI,39688.9,failed_network_error,2026-03-12 13:53:50
111310,111310,UPI,16734.05,success,2026-03-12 13:50:01
111311,111311,UPI,5470.47,failed_invalid_card,2026-03-12 14:03:05
111312,111312,Wallet,1731.61,failed_insufficient_funds,2026-03-12 05:45:22
111313,111313,Debit Card,11075.76,failed_network_error,2026-03-12 10:16:38
111314,111314,Wallet,4541.82,failed_invalid_card,2026-03-12 03:10:41
111315,111315,Wallet,21788.699999999997,failed_network_error,2026-03-12 18:16:09
111316,111316,Credit Card,4317.02,failed_insufficient_funds,2026-03-12 04:01:25
111317,111317,Credit Card,24814.620000000003,failed_network_error,2026-03-12 10:25:11
111318,111318,Net Banking,141.77,failed_insufficient_funds,2026-03-12 23:13:43
111319,111319,Net Banking,16753.1,success,2026-03-12 05:25:55
111320,111320,Debit Card,24828.72,success,2026-03-12 00:33:38
111321,111321,UPI,13180.84,failed_network_error,2026-03-12 19:03:42
111322,111322,UPI,9844.15,success,2026-03-12 08:26:42
111323,111323,UPI,14501.28,failed_network_error,2026-03-12 13:00:07
111324,111324,Wallet,18161.1,failed_invalid_card,2026-03-12 22:46:23
111325,111325,Wallet,37203.840000000004,failed_network_error,2026-03-12 16:11:52
111326,111326,Net Banking,0.0,failed_invalid_card,2026-03-12 15:58:50
111327,111327,Debit Card,37929.52,success,2026-03-12 06:30:45
111328,111328,Debit Card,25743.72,success,2026-03-12 20:59:03
111329,111329,Credit Card,12520.0,failed_invalid_card,2026-03-12 20:22:12
111330,111330,Wallet,9967.46,failed_network_error,2026-03-12 19:39:23
111331,111331,Credit Card,2258.34,failed_network_error,2026-03-12 03:46:28
111332,111332,UPI,22347.399999999998,failed_invalid_card,2026-03-12 22:17:33
111333,111333,Net Banking,8033.280000000001,failed_invalid_card,2026-03-12 08:47:01
111334,111334,Wallet,11566.449999999999,failed_insufficient_funds,2026-03-12 14:27:25
111335,111335,Net Banking,0.0,failed_network_error,2026-03-12 22:44:07
111336,111336,Credit Card,7795.289999999999,failed_network_error,2026-03-12 19:46:06
111337,111337,Wallet,1770.48,success,2026-03-12 22:41:01
111338,111338,Debit Card,0.0,failed_invalid_card,2026-03-12 14:17:41
111339,111339,Credit Card,8852.92,success,2026-03-12 16:04:38
111340,111340,UPI,3343.3,failed_invalid_card,2026-03-12 21:35:37
111341,111341,Net Banking,25688.0,success,2026-03-12 22:06:48
111342,111342,Wallet,3280.7699999999995,failed_invalid_card,2026-03-12 11:52:45
111343,111343,UPI,5098.92,failed_invalid_card,2026-03-12 11:18:40
111344,111344,Debit Card,6952.68,failed_invalid_card,2026-03-12 22:52:13
111345,111345,Wallet,17027.32,failed_insufficient_funds,2026-03-12 10:27:20
111346,111346,Debit Card,0.0,failed_insufficient_funds,2026-03-12 04:49:46
111347,111347,UPI,13954.98,failed_network_error,2026-03-12 05:17:21
111348,111348,Net Banking,7050.92,success,2026-03-12 09:08:10
111349,111349,UPI,0.0,failed_invalid_card,2026-03-12 02:13:41
111350,111350,Credit Card,7484.969999999999,failed_insufficient_funds,2026-03-12 22:26:39
111351,111351,Debit Card,22308.36,failed_insufficient_funds,2026-03-12 20:26:18
111352,111352,Credit Card,29293.25,failed_network_error,2026-03-12 04:59:22
111353,111353,Credit Card,25529.699999999997,failed_invalid_card,2026-03-12 16:23:34
111354,111354,Credit Card,506.63,success,2026-03-12 03:23:47
111355,111355,Net Banking,13677.44,success,2026-03-12 06:30:42
111356,111356,UPI,12718.949999999999,failed_insufficient_funds,2026-03-12 08:18:05
111357,111357,Credit Card,1205.0099999999998,failed_insufficient_funds,2026-03-12 12:02:50
111358,111358,Credit Card,1543.16,failed_network_error,2026-03-12 16:08:12
111359,111359,Wallet,2691.82,failed_network_error,2026-03-12 22:47:02
111360,111360,UPI,30005.640000000003,failed_insufficient_funds,2026-03-12 15:41:24
111361,111361,UPI,853.16,failed_network_error,2026-03-12 20:37:49
111362,111362,Net Banking,39030.0,success,2026-03-12 13:25:17
111363,111363,Wallet,8611.35,failed_invalid_card,2026-03-12 18:47:16
111364,111364,UPI,8801.369999999999,failed_insufficient_funds,2026-03-12 08:46:38
111365,111365,Debit Card,20990.7,success,2026-03-12 12:46:48
111366,111366,Net Banking,1562.73,failed_network_error,2026-03-12 09:03:12
111367,111367,Wallet,14048.48,failed_network_error,2026-03-12 17:57:07
111368,111368,Debit Card,3205.28,failed_network_error,2026-03-12 22:50:16
111369,111369,Debit Card,8299.14,failed_invalid_card,2026-03-12 11:49:53
111370,111370,Credit Card,7728.39,success,2026-03-12 06:20:38
111371,111371,Debit Card,40200.0,failed_insufficient_funds,2026-03-12 15:34:43
111372,111372,Credit Card,2707.88,success,2026-03-12 05:43:25
111373,111373,Credit Card,12721.449999999999,success,2026-03-12 08:16:44
111374,111374,Debit Card,14506.74,success,2026-03-12 09:10:37
111375,111375,Debit Card,3151.76,failed_insufficient_funds,2026-03-12 16:12:12
111376,111376,Credit Card,3304.12,failed_insufficient_funds,2026-03-12 00:31:19
111377,111377,Credit Card,28857.84,failed_network_error,2026-03-12 03:33:52
111378,111378,UPI,25374.5,success,2026-03-12 07:20:56
111379,111379,Net Banking,0.0,failed_network_error,2026-03-12 08:31:28
