event_id,customer_id,product_id,event_type,event_timestamp,device_type,session_duration
255296,3388,170,page_view,2026-03-12 09:07:27,mobile,240
255297,81,349,add_to_cart,2026-03-12 10:04:47,tablet,128
255298,7173,94,page_view,2026-03-12 07:30:36,desktop,599
255299,10139,290,checkout,2026-03-12 01:09:46,tablet,348
255300,8104,101,checkout,2026-03-12 13:42:24,desktop,324
255301,1272,195,add_to_cart,2026-03-12 00:43:33,mobile,386
255302,8402,261,add_to_cart,2026-03-12 22:42:10,tablet,213
255303,9594,9,checkout,2026-03-12 02:57:12,mobile,373
255304,1895,404,add_to_cart,2026-03-12 20:32:21,mobile,500
255305,46,372,checkout,2026-03-12 15:30:41,desktop,133
255306,9631,38,product_view,2026-03-12 14:06:49,tablet,500
255307,5978,450,product_view,2026-03-12 18:39:23,tablet,272
255308,7986,335,checkout,2026-03-12 09:01:57,desktop,558
255309,5374,474,product_view,2026-03-12 01:28:23,tablet,29
255310,4260,158,page_view,2026-03-12 08:09:06,mobile,306
255311,7318,230,page_view,2026-03-12 23:22:14,tablet,41
255312,7378,457,add_to_cart,2026-03-12 17:52:42,desktop,449
255313,244,468,add_to_cart,2026-03-12 04:41:59,mobile,564
255314,1808,327,product_view,2026-03-12 17:41:12,tablet,153
255315,2096,400,checkout,2026-03-12 02:51:16,tablet,487
255316,3771,495,add_to_cart,2026-03-12 06:24:59,tablet,5
255317,3468,157,page_view,2026-03-12 19:27:58,mobile,387
255318,7839,349,page_view,2026-03-12 18:44:54,desktop,148
255319,107,478,checkout,2026-03-12 12:00:57,mobile,523
255320,3461,413,checkout,2026-03-12 13:07:27,desktop,260
255321,6821,477,add_to_cart,2026-03-12 14:59:40,desktop,319
255322,9076,221,page_view,2026-03-12 16:28:16,mobile,21
255323,2419,346,page_view,2026-03-12 20:50:36,mobile,18
255324,6218,21,product_view,2026-03-12 00:10:34,tablet,195
255325,1072,330,checkout,2026-03-12 06:35:01,desktop,556
255326,3972,4,product_view,2026-03-12 01:56:21,desktop,309
255327,4788,488,product_view,2026-03-12 15:15:57,tablet,476
255328,5443,337,add_to_cart,2026-03-12 12:58:43,mobile,451
255329,9376,304,checkout,2026-03-12 09:25:08,tablet,584
255330,5245,39,page_view,2026-03-12 09:53:56,desktop,209
255331,8739,127,add_to_cart,2026-03-12 09:01:24,desktop,253
255332,7312,239,product_view,2026-03-12 15:15:45,tablet,246
255333,6068,484,add_to_cart,2026-03-12 17:18:33,tablet,219
255334,5293,277,checkout,2026-03-12 07:39:58,tablet,193
255335,6472,225,product_view,2026-03-12 04:59:19,tablet,561
255336,7676,115,add_to_cart,2026-03-12 08:18:46,mobile,45
255337,2528,225,product_view,2026-03-12 10:24:27,desktop,429
255338,6564,339,add_to_cart,2026-03-12 03:23:14,mobile,11
255339,325,409,add_to_cart,2026-03-12 05:41:41,mobile,83
255340,9103,408,add_to_cart,2026-03-12 09:05:13,mobile,79
255341,3200,209,product_view,2026-03-12 09:23:29,mobile,519
255342,6739,439,product_view,2026-03-12 03:03:10,mobile,263
255343,608,346,checkout,2026-03-12 01:27:30,desktop,469
255344,9168,377,product_view,2026-03-12 17:53:44,mobile,559
255345,3768,405,add_to_cart,2026-03-12 00:06:34,desktop,185
255346,7655,348,checkout,2026-03-12 18:23:53,mobile,465
255347,1591,41,product_view,2026-03-12 17:54:26,tablet,409
255348,7746,337,page_view,2026-03-12 13:46:40,tablet,47
255349,7040,477,add_to_cart,2026-03-12 23:40:13,mobile,324
255350,4244,261,add_to_cart,2026-03-12 16:55:26,mobile,589
255351,5797,56,page_view,2026-03-12 04:31:30,desktop,241
255352,5780,221,checkout,2026-03-12 14:43:24,desktop,18
255353,99,182,checkout,2026-03-12 15:39:06,mobile,83
255354,3451,37,product_view,2026-03-12 08:29:30,desktop,243
255355,3740,134,checkout,2026-03-12 13:37:06,tablet,300
255356,1943,299,product_view,2026-03-12 01:50:08,tablet,170
255357,4365,404,product_view,2026-03-12 21:27:07,tablet,409
255358,9786,269,checkout,2026-03-12 09:55:59,mobile,346
255359,8090,92,checkout,2026-03-12 02:59:27,tablet,492
255360,9733,198,checkout,2026-03-12 19:46:19,mobile,348
255361,26,234,page_view,2026-03-12 19:40:29,tablet,511
255362,8790,430,product_view,2026-03-12 00:12:51,tablet,43
255363,1277,9,page_view,2026-03-12 15:35:16,tablet,594
255364,3825,308,page_view,2026-03-12 18:31:58,mobile,300
255365,3807,10,checkout,2026-03-12 06:18:52,desktop,390
255366,5321,283,product_view,2026-03-12 23:59:22,desktop,250
255367,27,287,add_to_cart,2026-03-12 05:40:24,mobile,250
255368,1637,251,page_view,2026-03-12 13:16:30,mobile,568
255369,10185,163,page_view,2026-03-12 01:08:59,mobile,262
255370,5820,452,page_view,2026-03-12 01:35:39,desktop,24
255371,9335,2,product_view,2026-03-12 08:30:45,desktop,438
255372,227,466,add_to_cart,2026-03-12 11:38:20,desktop,262
255373,10319,89,page_view,2026-03-12 16:05:02,tablet,599
255374,51,23,checkout,2026-03-12 21:57:55,mobile,34
255375,10015,286,add_to_cart,2026-03-12 20:36:40,desktop,126
255376,2887,46,page_view,2026-03-12 10:30:25,desktop,365
255377,4376,433,page_view,2026-03-12 02:28:45,tablet,15
255378,2636,207,product_view,2026-03-12 02:52:14,tablet,117
255379,6861,339,product_view,2026-03-12 14:06:36,tablet,248
255380,4672,186,product_view,2026-03-12 15:21:46,tablet,394
255381,167,137,product_view,2026-03-12 16:08:14,tablet,516
255382,7508,251,page_view,2026-03-12 18:49:33,desktop,14
255383,9714,51,checkout,2026-03-12 19:28:25,desktop,272
255384,7814,106,add_to_cart,2026-03-12 15:48:46,desktop,417
255385,6987,150,add_to_cart,2026-03-12 20:24:57,tablet,105
255386,5366,32,add_to_cart,2026-03-12 04:11:41,tablet,176
255387,581,282,add_to_cart,2026-03-12 12:13:11,mobile,410
255388,7486,111,page_view,2026-03-12 08:09:01,mobile,315
255389,7831,126,product_view,2026-03-12 13:43:54,tablet,282
255390,6497,429,add_to_cart,2026-03-12 04:26:10,mobile,9
255391,2227,471,checkout,2026-03-12 16:46:32,tablet,358
255392,7420,385,page_view,2026-03-12 12:54:55,mobile,443
255393,7144,137,checkout,2026-03-12 01:43:39,tablet,239
255394,4945,421,checkout,2026-03-12 13:06:00,desktop,377
255395,5725,342,add_to_cart,2026-03-12 00:03:11,mobile,19
255396,7606,274,product_view,2026-03-12 05:54:40,tablet,217
255397,3301,212,product_view,2026-03-12 04:04:30,mobile,138
255398,1290,61,checkout,2026-03-12 17:20:28,desktop,347
255399,2265,220,page_view,2026-03-12 06:15:38,mobile,420
255400,3668,193,add_to_cart,2026-03-12 20:42:12,tablet,37
255401,3828,71,checkout,2026-03-12 01:42:33,mobile,220
255402,627,184,product_view,2026-03-12 23:58:13,mobile,134
255403,6404,24,page_view,2026-03-12 21:41:50,desktop,269
255404,5867,66,checkout,2026-03-12 17:25:34,mobile,550
255405,4650,43,checkout,2026-03-12 04:58:14,tablet,488
255406,7644,28,add_to_cart,2026-03-12 07:11:02,tablet,577
255407,384,4,checkout,2026-03-12 04:38:38,tablet,312
255408,4610,4,add_to_cart,2026-03-12 18:43:00,desktop,401
255409,10309,407,product_view,2026-03-12 10:26:05,mobile,16
255410,7805,187,product_view,2026-03-12 19:33:40,mobile,435
255411,7186,192,checkout,2026-03-12 13:55:22,desktop,481
255412,2088,165,checkout,2026-03-12 19:49:28,tablet,340
255413,3368,61,add_to_cart,2026-03-12 12:17:08,tablet,497
255414,7462,314,product_view,2026-03-12 04:05:28,tablet,223
255415,331,499,product_view,2026-03-12 19:36:51,tablet,116
255416,1126,393,checkout,2026-03-12 14:21:24,desktop,308
255417,1783,500,add_to_cart,2026-03-12 08:44:06,desktop,468
255418,1196,188,add_to_cart,2026-03-12 22:48:51,mobile,468
255419,2161,283,add_to_cart,2026-03-12 17:40:50,mobile,225
255420,441,109,add_to_cart,2026-03-12 12:14:19,tablet,105
255421,102,333,checkout,2026-03-12 07:18:04,tablet,267
255422,7662,221,product_view,2026-03-12 14:07:49,tablet,311
255423,7731,264,checkout,2026-03-12 14:14:50,desktop,60
255424,5788,412,product_view,2026-03-12 04:36:56,tablet,141
255425,6833,485,page_view,2026-03-12 01:28:09,mobile,253
255426,2180,301,checkout,2026-03-12 20:24:00,mobile,456
255427,6324,91,add_to_cart,2026-03-12 09:24:08,tablet,487
255428,7081,410,page_view,2026-03-12 02:06:43,mobile,463
255429,5774,350,checkout,2026-03-12 04:51:55,desktop,25
255430,8874,439,add_to_cart,2026-03-12 14:06:57,tablet,200
255431,9936,102,add_to_cart,2026-03-12 02:29:12,tablet,487
255432,3176,75,product_view,2026-03-12 03:56:39,desktop,428
255433,64,87,product_view,2026-03-12 05:37:24,desktop,274
255434,6498,71,add_to_cart,2026-03-12 19:13:31,desktop,420
255435,3874,172,page_view,2026-03-12 11:21:07,desktop,278
