event_id,customer_id,product_id,event_type,event_timestamp,device_type,session_duration
255296,2453,91,page_view,2026-03-12 18:30:36,desktop,379
255297,8575,13,checkout,2026-03-12 07:47:42,mobile,474
255298,6890,101,product_view,2026-03-12 14:02:52,desktop,84
255299,5801,402,add_to_cart,2026-03-12 03:37:49,tablet,294
255300,3349,193,page_view,2026-03-12 07:29:13,mobile,542
255301,5967,363,product_view,2026-03-12 05:31:58,desktop,188
255302,7363,476,checkout,2026-03-12 10:40:09,desktop,377
255303,498,458,page_view,2026-03-12 16:01:10,tablet,454
255304,1230,371,checkout,2026-03-12 23:42:13,mobile,193
255305,8229,457,add_to_cart,2026-03-12 00:28:17,mobile,211
255306,2977,193,checkout,2026-03-12 14:07:36,mobile,565
255307,5604,491,checkout,2026-03-12 22:31:52,desktop,473
255308,7853,99,page_view,2026-03-12 16:32:25,tablet,367
255309,7285,152,page_view,2026-03-12 04:56:16,tablet,461
255310,7333,70,checkout,2026-03-12 14:55:10,tablet,26
255311,7,270,add_to_cart,2026-03-12 18:18:47,desktop,597
255312,6106,152,checkout,2026-03-12 01:40:20,tablet,597
255313,4179,315,add_to_cart,2026-03-12 08:33:05,desktop,494
255314,2312,152,page_view,2026-03-12 18:00:48,tablet,404
255315,111,82,checkout,2026-03-12 01:30:04,desktop,525
255316,7276,379,page_view,2026-03-12 02:06:33,desktop,164
255317,966,118,page_view,2026-03-12 15:09:35,tablet,401
255318,3842,304,page_view,2026-03-12 14:48:50,tablet,51
255319,2095,117,checkout,2026-03-12 22:43:47,mobile,472
255320,7156,42,add_to_cart,2026-03-12 08:57:13,tablet,493
255321,322,339,page_view,2026-03-12 22:19:54,tablet,500
255322,3516,103,product_view,2026-03-12 01:40:23,tablet,545
255323,4798,213,add_to_cart,2026-03-12 18:39:32,mobile,143
255324,41,401,page_view,2026-03-12 09:51:04,desktop,113
255325,4649,365,page_view,2026-03-12 23:49:15,tablet,423
255326,1632,130,page_view,2026-03-12 01:39:36,tablet,92
255327,938,379,checkout,2026-03-12 03:31:57,mobile,129
255328,7583,449,product_view,2026-03-12 18:06:57,mobile,370
255329,2528,146,product_view,2026-03-12 10:44:33,mobile,418
255330,4314,455,page_view,2026-03-12 23:54:23,mobile,537
255331,10072,472,product_view,2026-03-12 16:43:23,mobile,410
255332,614,21,add_to_cart,2026-03-12 10:08:03,tablet,267
