order_id,customer_id,product_id,order_timestamp,price,quantity,order_total,order_status
111286,6827,48,2026-03-12 16:11:41,2024.52,7,14171.64,Cancelled
111287,6739,409,2026-03-12 02:36:08,2462.12,3,7386.36,Returned
111288,9929,280,2026-03-12 17:45:49,476.58,4,1906.32,Returned
111289,10405,90,2026-03-12 02:20:51,3070.33,1,3070.33,Completed
111290,7883,87,2026-03-12 19:05:20,1147.15,9,10324.35,Returned
111291,5801,490,2026-03-12 14:38:35,879.5,7,6156.5,Cancelled
111292,5669,436,2026-03-12 18:36:27,1424.49,8,11395.92,Returned
111293,8555,56,2026-03-12 13:39:24,2438.31,6,14629.86,Returned
111294,1318,474,2026-03-12 16:31:01,1288.16,10,12881.6,Completed
111295,1377,360,2026-03-12 06:55:30,1388.51,5,6942.55,Completed
111296,9393,480,2026-03-12 19:39:31,2529.23,0,0.0,Cancelled
111297,5713,169,2026-03-12 10:25:34,3471.19,0,0.0,Completed
111298,106,21,2026-03-12 08:33:17,2168.4,8,17347.2,Returned
111299,4702,38,2026-03-12 18:22:41,1065.99,5,5329.95,Cancelled
111300,6830,235,2026-03-12 12:05:23,3646.31,1,3646.31,Returned
111301,1934,451,2026-03-12 17:53:10,286.44,0,0.0,Cancelled
111302,3437,447,2026-03-12 08:11:19,4906.35,6,29438.100000000002,Cancelled
111303,893,330,2026-03-12 17:45:46,3626.74,6,21760.44,Returned
111304,4495,472,2026-03-12 03:09:02,2934.76,1,2934.76,Returned
111305,4205,25,2026-03-12 06:10:42,2643.27,0,0.0,Cancelled
111306,10056,120,2026-03-12 03:19:42,555.81,3,1667.4299999999998,Cancelled
111307,7135,399,2026-03-12 08:38:03,3274.55,9,29470.95,Cancelled
111308,962,303,2026-03-12 03:16:06,2686.16,1,2686.16,Cancelled
111309,7059,1,2026-03-12 09:35:52,2338.46,1,2338.46,Completed
111310,6708,252,2026-03-12 00:29:43,1814.26,10,18142.6,Cancelled
111311,6707,160,2026-03-12 20:16:39,1007.31,9,9065.789999999999,Completed
111312,9513,40,2026-03-12 19:50:01,3208.1,3,9624.3,Completed
111313,5843,365,2026-03-12 10:07:27,2720.06,3,8160.18,Returned
111314,5326,145,2026-03-12 12:21:23,3581.13,8,28649.04,Returned
111315,650,185,2026-03-12 03:50:10,2341.39,7,16389.73,Cancelled
111316,4668,108,2026-03-12 21:03:34,2752.57,5,13762.85,Returned
111317,3906,170,2026-03-12 03:07:28,1855.75,7,12990.25,Cancelled
111318,4137,391,2026-03-12 16:12:01,1437.6,10,14376.0,Completed
111319,7734,58,2026-03-12 04:29:23,1482.33,6,8893.98,Cancelled
111320,2803,127,2026-03-12 22:47:01,4583.75,9,41253.75,Completed
111321,1094,76,2026-03-12 22:26:07,4805.36,3,14416.079999999998,Completed
111322,1349,83,2026-03-12 21:09:49,662.35,3,1987.0500000000002,Returned
111323,3059,346,2026-03-12 03:53:18,150.66,9,1355.94,Cancelled
111324,8789,215,2026-03-12 04:33:53,1887.11,8,15096.88,Cancelled
